DateTime,WSPD1/A001E,WSPD11/A001E,WSPD12/A001E,WDIR1/A001E,,,,,,
03/30/2016 1020,8,8.93,9.7,10,,,,,,
03/30/2016 1030,8,8.93,9.7,13,,,,,,
03/30/2016 1040,7.8,8.71,9.46,9,,,,,,
03/30/2016 1050,8.6,9.6,10.43,1,,,,,,
03/30/2016 1100,7.9,8.82,9.58,10,,,,,,
03/30/2016 1110,7.6,8.48,9.22,21,,,,,,
03/30/2016 1120,7.1,7.93,8.61,22,,,,,,
03/30/2016 1130,8.3,9.26,10.07,20,,,,,,
03/30/2016 1140,7.4,8.26,8.98,21,,,,,,
03/30/2016 1150,8.1,9.04,9.83,26,,,,,,
03/30/2016 1200,8.1,9.04,9.83,19,,,,,,
03/30/2016 1210,7.8,8.71,9.46,15,,,,,,
03/30/2016 1220,7.7,8.59,9.34,22,,,,,,
03/30/2016 1230,7.7,8.59,9.34,21,,,,,,
03/30/2016 1240,7.8,8.71,9.46,25,,,,,,
03/30/2016 1250,6.8,7.59,8.25,19,,,,,,
03/30/2016 1300,7.5,8.37,9.1,29,,,,,,
03/30/2016 1310,6.8,7.59,8.25,24,,,,,,
03/30/2016 1320,7,7.81,8.49,32,,,,,,
03/30/2016 1330,6.8,7.59,8.25,24,,,,,,
03/30/2016 1340,6.5,7.26,7.88,24,,,,,,
03/30/2016 1350,5.9,6.59,7.16,32,,,,,,
03/30/2016 1400,6.6,7.37,8.01,31,,,,,,
03/30/2016 1410,6.5,7.26,7.88,49,,,,,,
03/30/2016 1420,6.4,7.14,7.76,34,,,,,,
03/30/2016 1430,6,6.7,7.28,30,,,,,,
03/30/2016 1440,6.1,6.81,7.4,37,,,,,,
03/30/2016 1450,5.9,6.59,7.16,39,,,,,,
03/30/2016 1500,6,6.7,7.28,37,,,,,,
03/30/2016 1510,6.1,6.81,7.4,34,,,,,,
03/30/2016 1520,6.3,7.03,7.64,43,,,,,,
03/30/2016 1530,5.6,6.25,6.79,35,,,,,,
03/30/2016 1540,5.6,6.25,6.79,60,,,,,,
03/30/2016 1550,5.3,5.92,6.43,45,,,,,,
03/30/2016 1600,5.4,6.03,6.55,59,,,,,,
03/30/2016 1610,5.5,6.14,6.67,42,,,,,,
03/30/2016 1620,5.6,6.25,6.79,44,,,,,,
03/30/2016 1630,5.7,6.36,6.91,52,,,,,,
03/30/2016 1640,6.4,7.14,7.76,45,,,,,,
03/30/2016 1650,5.7,6.36,6.91,48,,,,,,
03/30/2016 1700,5.9,6.59,7.16,68,,,,,,
03/30/2016 1710,5.7,6.36,6.91,73,,,,,,
03/30/2016 1720,4.9,5.47,5.94,69,,,,,,
03/30/2016 1730,5.9,6.59,7.16,71,,,,,,
03/30/2016 1740,4.6,5.13,5.58,71,,,,,,
03/30/2016 1750,5.1,5.69,6.19,67,,,,,,
03/30/2016 1800,4.8,5.36,5.82,69,,,,,,
03/30/2016 1810,5.1,5.69,6.19,64,,,,,,
03/30/2016 1820,5,5.58,6.07,65,,,,,,
03/30/2016 1830,5.2,5.8,6.31,53,,,,,,
03/30/2016 1840,4.9,5.47,5.94,58,,,,,,
03/30/2016 1850,5.1,5.69,6.19,67,,,,,,
03/30/2016 1900,5.2,5.8,6.31,57,,,,,,
03/30/2016 1910,4.9,5.47,5.94,56,,,,,,
03/30/2016 1920,5.4,6.03,6.55,55,,,,,,
03/30/2016 1930,5.9,6.59,7.16,59,,,,,,
03/30/2016 1940,5.2,5.8,6.31,65,,,,,,
03/30/2016 1950,5.8,6.47,7.04,55,,,,,,
03/30/2016 2000,5.4,6.03,6.55,57,,,,,,
03/30/2016 2010,5.9,6.59,7.16,56,,,,,,
03/30/2016 2020,5.3,5.92,6.43,55,,,,,,
03/30/2016 2030,6,6.7,7.28,61,,,,,,
03/30/2016 2040,4.8,5.36,5.82,60,,,,,,
03/30/2016 2050,5.1,5.69,6.19,77,,,,,,
03/30/2016 2100,4.8,5.36,5.82,86,,,,,,
03/30/2016 2110,4.5,5.02,5.46,86,,,,,,
03/30/2016 2120,4.7,5.25,5.7,92,,,,,,
03/30/2016 2130,3.8,4.24,4.61,102,,,,,,
03/30/2016 2140,5.4,6.03,6.55,105,,,,,,
03/30/2016 2150,4.9,5.47,5.94,105,,,,,,
03/30/2016 2200,4.6,5.13,5.58,117,,,,,,
03/30/2016 2210,5.4,6.03,6.55,110,,,,,,
03/30/2016 2220,5.1,5.69,6.19,109,,,,,,
03/30/2016 2230,5,5.58,6.07,118,,,,,,
03/30/2016 2240,5.7,6.36,6.91,120,,,,,,
03/30/2016 2250,5.8,6.47,7.04,124,,,,,,
03/30/2016 2300,5.2,5.8,6.31,119,,,,,,
03/30/2016 2310,6,6.7,7.28,123,,,,,,
03/30/2016 2320,6.4,7.14,7.76,132,,,,,,
03/30/2016 2330,6.2,6.92,7.52,132,,,,,,
03/30/2016 2340,4.3,4.8,5.22,127,,,,,,
03/30/2016 2350,4.9,5.47,5.94,117,,,,,,
03/31/2016 0000,5.5,6.14,6.67,125,,,,,,
03/31/2016 0010,5.9,6.59,7.16,112,,,,,,
03/31/2016 0020,5.6,6.25,6.79,109,,,,,,
03/31/2016 0030,6.5,7.26,7.88,112,,,,,,
03/31/2016 0040,6.6,7.37,8.01,111,,,,,,
03/31/2016 0050,4.8,5.36,5.82,115,,,,,,
03/31/2016 0100,6.5,7.26,7.88,115,,,,,,
03/31/2016 0110,6.7,7.48,8.13,109,,,,,,
03/31/2016 0120,6.1,6.81,7.4,135,,,,,,
03/31/2016 0130,6.6,7.37,8.01,152,,,,,,
03/31/2016 0140,6.2,6.92,7.52,137,,,,,,
03/31/2016 0150,6.6,7.37,8.01,112,,,,,,
03/31/2016 0200,6.8,7.59,8.25,123,,,,,,
03/31/2016 0210,8.1,9.04,9.83,137,,,,,,
03/31/2016 0220,8,8.93,9.7,135,,,,,,
03/31/2016 0230,8.2,9.15,9.95,137,,,,,,
03/31/2016 0240,8.6,9.6,10.43,129,,,,,,
03/31/2016 0250,9.8,10.94,11.89,118,,,,,,
03/31/2016 0300,8.5,9.49,10.31,127,,,,,,
03/31/2016 0310,7.8,8.71,9.46,134,,,,,,
03/31/2016 0320,7.9,8.82,9.58,135,,,,,,
03/31/2016 0330,7.6,8.48,9.22,145,,,,,,
03/31/2016 0340,7.3,8.15,8.86,141,,,,,,
03/31/2016 0350,7.3,8.15,8.86,143,,,,,,
03/31/2016 0400,7.7,8.59,9.34,148,,,,,,
03/31/2016 0410,7.6,8.48,9.22,149,,,,,,
03/31/2016 0420,8,8.93,9.7,149,,,,,,
03/31/2016 0430,7.6,8.48,9.22,153,,,,,,
03/31/2016 0440,7.1,7.93,8.61,159,,,,,,
03/31/2016 0450,6.9,7.7,8.37,156,,,,,,
03/31/2016 0500,7.5,8.37,9.1,160,,,,,,
03/31/2016 0510,7.8,8.71,9.46,151,,,,,,
03/31/2016 0520,6.7,7.48,8.13,157,,,,,,
03/31/2016 0530,7.6,8.48,9.22,172,,,,,,
03/31/2016 0540,7.5,8.37,9.1,161,,,,,,
03/31/2016 0550,7.8,8.71,9.46,173,,,,,,
03/31/2016 0600,8.1,9.04,9.83,153,,,,,,
03/31/2016 0610,8.1,9.04,9.83,165,,,,,,
03/31/2016 0620,8.6,9.6,10.43,142,,,,,,
03/31/2016 0630,8.5,9.49,10.31,150,,,,,,
03/31/2016 0640,8.6,9.6,10.43,141,,,,,,
03/31/2016 0650,9.2,10.27,11.16,149,,,,,,
03/31/2016 0700,8.9,9.93,10.8,138,,,,,,
03/31/2016 0710,8.6,9.6,10.43,157,,,,,,
03/31/2016 0720,8.9,9.93,10.8,159,,,,,,
03/31/2016 0730,8.9,9.93,10.8,163,,,,,,
03/31/2016 0740,8.5,9.49,10.31,163,,,,,,
03/31/2016 0750,8.7,9.71,10.55,161,,,,,,
03/31/2016 0800,9.1,10.16,11.04,160,,,,,,
03/31/2016 0810,8.9,9.93,10.8,162,,,,,,
03/31/2016 0820,8.6,9.6,10.43,164,,,,,,
03/31/2016 0830,8.6,9.6,10.43,167,,,,,,
03/31/2016 0840,8.4,9.38,10.19,169,,,,,,
03/31/2016 0850,8.7,9.71,10.55,181,,,,,,
03/31/2016 0900,7.7,8.59,9.34,167,,,,,,
03/31/2016 0910,8.6,9.6,10.43,177,,,,,,
03/31/2016 0920,8.6,9.6,10.43,172,,,,,,
03/31/2016 0930,8.6,9.6,10.43,173,,,,,,
03/31/2016 0940,9,10.05,10.92,180,,,,,,
03/31/2016 0950,8,8.93,9.7,177,,,,,,
03/31/2016 1000,7.5,8.37,9.1,165,,,,,,
03/31/2016 1010,8.3,9.26,10.07,177,,,,,,
03/31/2016 1020,7.1,7.93,8.61,180,,,,,,
03/31/2016 1030,6.9,7.7,8.37,168,,,,,,
03/31/2016 1040,7.8,8.71,9.46,158,,,,,,
03/31/2016 1050,8,8.93,9.7,173,,,,,,
03/31/2016 1100,8.1,9.04,9.83,179,,,,,,
03/31/2016 1110,7.1,7.93,8.61,179,,,,,,
03/31/2016 1120,5.5,6.14,6.67,167,,,,,,
03/31/2016 1130,7.1,7.93,8.61,163,,,,,,
03/31/2016 1140,7.2,8.04,8.73,165,,,,,,
03/31/2016 1150,6.9,7.7,8.37,156,,,,,,
03/31/2016 1200,6.8,7.59,8.25,151,,,,,,
03/31/2016 1210,6.9,7.7,8.37,153,,,,,,
03/31/2016 1220,7.1,7.93,8.61,163,,,,,,
03/31/2016 1230,7.3,8.15,8.86,158,,,,,,
03/31/2016 1240,7.5,8.37,9.1,165,,,,,,
03/31/2016 1250,7.4,8.26,8.98,165,,,,,,
03/31/2016 1300,7.8,8.71,9.46,157,,,,,,
03/31/2016 1310,8.3,9.26,10.07,157,,,,,,
03/31/2016 1320,8.2,9.15,9.95,163,,,,,,
03/31/2016 1330,8.6,9.6,10.43,162,,,,,,
03/31/2016 1340,8.4,9.38,10.19,162,,,,,,
03/31/2016 1350,8.2,9.15,9.95,165,,,,,,
03/31/2016 1400,8.5,9.49,10.31,161,,,,,,
03/31/2016 1410,8.6,9.6,10.43,165,,,,,,
03/31/2016 1420,8.4,9.38,10.19,165,,,,,,
03/31/2016 1430,8.5,9.49,10.31,166,,,,,,
03/31/2016 1440,8.6,9.6,10.43,166,,,,,,
03/31/2016 1450,8.5,9.49,10.31,167,,,,,,
03/31/2016 1500,8.5,9.49,10.31,161,,,,,,
03/31/2016 1510,9.4,10.49,11.4,160,,,,,,
03/31/2016 1520,8.8,9.82,10.67,161,,,,,,
03/31/2016 1530,8.9,9.93,10.8,166,,,,,,
03/31/2016 1540,9,10.05,10.92,170,,,,,,
03/31/2016 1550,9.7,10.83,11.77,166,,,,,,
03/31/2016 1600,8.9,9.93,10.8,161,,,,,,
03/31/2016 1610,9.2,10.27,11.16,159,,,,,,
03/31/2016 1620,8.7,9.71,10.55,162,,,,,,
03/31/2016 1630,8.8,9.82,10.67,166,,,,,,
03/31/2016 1640,9,10.05,10.92,169,,,,,,
03/31/2016 1650,9.2,10.27,11.16,159,,,,,,
03/31/2016 1700,9.6,10.72,11.65,158,,,,,,
03/31/2016 1710,9.7,10.83,11.77,159,,,,,,
03/31/2016 1720,10,11.16,12.13,159,,,,,,
03/31/2016 1730,9.8,10.94,11.89,159,,,,,,
03/31/2016 1740,10.2,11.39,12.37,158,,,,,,
03/31/2016 1750,10.2,11.39,12.37,161,,,,,,
03/31/2016 1800,9.6,10.72,11.65,160,,,,,,
03/31/2016 1810,10.2,11.39,12.37,161,,,,,,
03/31/2016 1820,9.9,11.05,12.01,163,,,,,,
03/31/2016 1830,9.9,11.05,12.01,163,,,,,,
03/31/2016 1840,10.7,11.94,12.98,160,,,,,,
03/31/2016 1850,10.9,12.17,13.22,159,,,,,,
03/31/2016 1900,10.5,11.72,12.74,157,,,,,,
03/31/2016 1910,10.4,11.61,12.62,158,,,,,,
03/31/2016 1920,10.1,11.27,12.25,159,,,,,,
03/31/2016 1930,10.4,11.61,12.62,159,,,,,,
03/31/2016 1940,10.1,11.27,12.25,158,,,,,,
03/31/2016 1950,9.9,11.05,12.01,155,,,,,,
03/31/2016 2000,10.1,11.27,12.25,158,,,,,,
03/31/2016 2010,9.7,10.83,11.77,159,,,,,,
03/31/2016 2020,9.7,10.83,11.77,160,,,,,,
03/31/2016 2030,10.4,11.61,12.62,162,,,,,,
03/31/2016 2040,9.8,10.94,11.89,160,,,,,,
03/31/2016 2050,10.4,11.61,12.62,162,,,,,,
03/31/2016 2100,10.1,11.27,12.25,163,,,,,,
03/31/2016 2110,10.2,11.39,12.37,161,,,,,,
03/31/2016 2120,10,11.16,12.13,160,,,,,,
03/31/2016 2130,10.4,11.61,12.62,162,,,,,,
03/31/2016 2140,9.9,11.05,12.01,161,,,,,,
03/31/2016 2150,10.3,11.5,12.49,161,,,,,,
03/31/2016 2200,10.2,11.39,12.37,160,,,,,,
03/31/2016 2210,10.2,11.39,12.37,161,,,,,,
03/31/2016 2220,10.1,11.27,12.25,161,,,,,,
03/31/2016 2230,10.4,11.61,12.62,163,,,,,,
03/31/2016 2240,10.5,11.72,12.74,163,,,,,,
03/31/2016 2250,10.6,11.83,12.86,162,,,,,,
03/31/2016 2300,10.6,11.83,12.86,165,,,,,,
03/31/2016 2310,10.5,11.72,12.74,161,,,,,,
03/31/2016 2320,10,11.16,12.13,162,,,,,,
03/31/2016 2330,10.5,11.72,12.74,163,,,,,,
03/31/2016 2340,11.3,12.61,13.71,164,,,,,,
03/31/2016 2350,10.7,11.94,12.98,163,,,,,,
04/01/2016 0000,10.5,11.72,12.74,161,,,,,,
04/01/2016 0010,11.4,12.73,13.83,157,,,,,,
04/01/2016 0020,11.5,12.84,13.95,162,,,,,,
04/01/2016 0030,11.3,12.61,13.71,164,,,,,,
04/01/2016 0040,11.9,13.28,14.44,164,,,,,,
04/01/2016 0050,11.3,12.61,13.71,166,,,,,,
04/01/2016 0100,11.7,13.06,14.19,166,,,,,,
04/01/2016 0110,11.4,12.73,13.83,165,,,,,,
04/01/2016 0120,11.4,12.73,13.83,165,,,,,,
04/01/2016 0130,11.7,13.06,14.19,163,,,,,,
04/01/2016 0140,11.4,12.73,13.83,164,,,,,,
04/01/2016 0150,11.8,13.17,14.31,165,,,,,,
04/01/2016 0200,10.9,12.17,13.22,164,,,,,,
04/01/2016 0210,11.8,13.17,14.31,165,,,,,,
04/01/2016 0220,11.3,12.61,13.71,167,,,,,,
04/01/2016 0230,11,12.28,13.34,167,,,,,,
04/01/2016 0240,11.3,12.61,13.71,166,,,,,,
04/01/2016 0250,11.5,12.84,13.95,165,,,,,,
04/01/2016 0300,11.6,12.95,14.07,164,,,,,,
04/01/2016 0310,11.6,12.95,14.07,166,,,,,,
04/01/2016 0320,11.6,12.95,14.07,168,,,,,,
04/01/2016 0330,11.7,13.06,14.19,165,,,,,,
04/01/2016 0340,11.8,13.17,14.31,167,,,,,,
04/01/2016 0350,12.1,13.51,14.68,168,,,,,,
04/01/2016 0400,12,13.39,14.56,169,,,,,,
04/01/2016 0410,11.5,12.84,13.95,168,,,,,,
04/01/2016 0420,11.3,12.61,13.71,166,,,,,,
04/01/2016 0430,11,12.28,13.34,170,,,,,,
04/01/2016 0440,11,12.28,13.34,174,,,,,,
04/01/2016 0450,11,12.28,13.34,175,,,,,,
04/01/2016 0500,11.3,12.61,13.71,175,,,,,,
04/01/2016 0510,11.2,12.5,13.59,173,,,,,,
04/01/2016 0520,10.8,12.06,13.1,172,,,,,,
04/01/2016 0530,11,12.28,13.34,175,,,,,,
04/01/2016 0540,10.5,11.72,12.74,177,,,,,,
04/01/2016 0550,10.8,12.06,13.1,175,,,,,,
04/01/2016 0600,10.3,11.5,12.49,176,,,,,,
04/01/2016 0610,10.5,11.72,12.74,174,,,,,,
04/01/2016 0620,10.4,11.61,12.62,175,,,,,,
04/01/2016 0630,10.2,11.39,12.37,176,,,,,,
04/01/2016 0640,10.4,11.61,12.62,180,,,,,,
04/01/2016 0650,10.5,11.72,12.74,179,,,,,,
04/01/2016 0700,9.7,10.83,11.77,180,,,,,,
04/01/2016 0710,10,11.16,12.13,180,,,,,,
04/01/2016 0720,10.2,11.39,12.37,181,,,,,,
04/01/2016 0730,,,,,,,,,,
04/01/2016 0740,10.9,12.17,13.22,175,,,,,,
04/01/2016 0750,10.4,11.61,12.62,175,,,,,,
04/01/2016 0800,10.7,11.94,12.98,172,,,,,,
04/01/2016 0810,9.9,11.05,12.01,168,,,,,,
04/01/2016 0820,10.2,11.39,12.37,173,,,,,,
04/01/2016 0830,10,11.16,12.13,172,,,,,,
04/01/2016 0840,9.9,11.05,12.01,178,,,,,,
04/01/2016 0850,9.8,10.94,11.89,178,,,,,,
04/01/2016 0900,9.6,10.72,11.65,178,,,,,,
04/01/2016 0910,10,11.16,12.13,182,,,,,,
04/01/2016 0920,9.9,11.05,12.01,183,,,,,,
04/01/2016 0930,9.7,10.83,11.77,181,,,,,,
04/01/2016 0940,9.9,11.05,12.01,185,,,,,,
04/01/2016 0950,9.9,11.05,12.01,187,,,,,,
04/01/2016 1000,9.8,10.94,11.89,189,,,,,,
04/01/2016 1010,9.6,10.72,11.65,178,,,,,,
04/01/2016 1020,9.2,10.27,11.16,191,,,,,,
04/01/2016 1030,8.9,9.93,10.8,195,,,,,,
04/01/2016 1040,8.7,9.71,10.55,195,,,,,,
04/01/2016 1050,9.5,10.6,11.52,196,,,,,,
04/01/2016 1100,9.3,10.38,11.28,188,,,,,,
04/01/2016 1110,9.2,10.27,11.16,186,,,,,,
04/01/2016 1120,9.1,10.16,11.04,187,,,,,,
04/01/2016 1130,9.4,10.49,11.4,187,,,,,,
04/01/2016 1140,9.7,10.83,11.77,185,,,,,,
04/01/2016 1150,9.5,10.6,11.52,191,,,,,,
04/01/2016 1200,9.6,10.72,11.65,181,,,,,,
04/01/2016 1210,9.3,10.38,11.28,185,,,,,,
04/01/2016 1220,10.1,11.27,12.25,185,,,,,,
04/01/2016 1230,9.5,10.6,11.52,188,,,,,,
04/01/2016 1240,9.2,10.27,11.16,187,,,,,,
04/01/2016 1250,9.5,10.6,11.52,198,,,,,,
04/01/2016 1300,9.5,10.6,11.52,196,,,,,,
04/01/2016 1310,9.9,11.05,12.01,195,,,,,,
04/01/2016 1320,9.9,11.05,12.01,197,,,,,,
04/01/2016 1330,10,11.16,12.13,193,,,,,,
04/01/2016 1340,10.2,11.39,12.37,197,,,,,,
04/01/2016 1350,9.8,10.94,11.89,194,,,,,,
04/01/2016 1400,9.6,10.72,11.65,196,,,,,,
04/01/2016 1410,10.5,11.72,12.74,201,,,,,,
04/01/2016 1420,10.3,11.5,12.49,197,,,,,,
04/01/2016 1430,9.3,10.38,11.28,197,,,,,,
04/01/2016 1440,9.9,11.05,12.01,198,,,,,,
04/01/2016 1450,10,11.16,12.13,201,,,,,,
04/01/2016 1500,10.1,11.27,12.25,203,,,,,,
04/01/2016 1510,9.6,10.72,11.65,208,,,,,,
04/01/2016 1520,9.1,10.16,11.04,205,,,,,,
04/01/2016 1530,8.8,9.82,10.67,208,,,,,,
04/01/2016 1540,9.5,10.6,11.52,209,,,,,,
04/01/2016 1550,8.9,9.93,10.8,206,,,,,,
04/01/2016 1600,9.9,11.05,12.01,200,,,,,,
04/01/2016 1610,10.2,11.39,12.37,199,,,,,,
04/01/2016 1620,10.1,11.27,12.25,200,,,,,,
04/01/2016 1630,10,11.16,12.13,205,,,,,,
04/01/2016 1640,9.9,11.05,12.01,200,,,,,,
04/01/2016 1650,10.4,11.61,12.62,199,,,,,,
04/01/2016 1700,11.2,12.5,13.59,204,,,,,,
04/01/2016 1710,10.4,11.61,12.62,200,,,,,,
04/01/2016 1720,9.4,10.49,11.4,206,,,,,,
04/01/2016 1730,9.5,10.6,11.52,200,,,,,,
04/01/2016 1740,10.2,11.39,12.37,197,,,,,,
04/01/2016 1750,9.8,10.94,11.89,195,,,,,,
04/01/2016 1800,9.5,10.6,11.52,198,,,,,,
04/01/2016 1810,10.1,11.27,12.25,198,,,,,,
04/01/2016 1820,10.2,11.39,12.37,203,,,,,,
04/01/2016 1830,9.8,10.94,11.89,199,,,,,,
04/01/2016 1840,9.8,10.94,11.89,200,,,,,,
04/01/2016 1850,10.2,11.39,12.37,206,,,,,,
04/01/2016 1900,9.9,11.05,12.01,205,,,,,,
04/01/2016 1910,9.4,10.49,11.4,201,,,,,,
04/01/2016 1920,9.7,10.83,11.77,199,,,,,,
04/01/2016 1930,9.5,10.6,11.52,201,,,,,,
04/01/2016 1940,9.5,10.6,11.52,202,,,,,,
04/01/2016 1950,9.2,10.27,11.16,202,,,,,,
04/01/2016 2000,9.5,10.6,11.52,207,,,,,,
04/01/2016 2010,9.7,10.83,11.77,207,,,,,,
04/01/2016 2020,9.8,10.94,11.89,207,,,,,,
04/01/2016 2030,10.5,11.72,12.74,210,,,,,,
04/01/2016 2040,9.8,10.94,11.89,204,,,,,,
04/01/2016 2050,9.7,10.83,11.77,208,,,,,,
04/01/2016 2100,9.6,10.72,11.65,208,,,,,,
04/01/2016 2110,9.1,10.16,11.04,206,,,,,,
04/01/2016 2120,9.3,10.38,11.28,204,,,,,,
04/01/2016 2130,9.4,10.49,11.4,205,,,,,,
04/01/2016 2140,9.5,10.6,11.52,199,,,,,,
04/01/2016 2150,10.1,11.27,12.25,199,,,,,,
04/01/2016 2200,10.3,11.5,12.49,198,,,,,,
04/01/2016 2210,11.1,12.39,13.46,194,,,,,,
04/01/2016 2220,11.6,12.95,14.07,196,,,,,,
04/01/2016 2230,12.1,13.51,14.68,191,,,,,,
04/01/2016 2240,11.8,13.17,14.31,182,,,,,,
04/01/2016 2250,12.1,13.51,14.68,189,,,,,,
04/01/2016 2300,11,12.28,13.34,186,,,,,,
04/01/2016 2310,10.4,11.61,12.62,195,,,,,,
04/01/2016 2320,10.1,11.27,12.25,196,,,,,,
04/01/2016 2330,10,11.16,12.13,200,,,,,,
04/01/2016 2340,10.1,11.27,12.25,207,,,,,,
04/01/2016 2350,9.6,10.72,11.65,208,,,,,,
04/02/2016 0000,9.1,10.16,11.04,210,,,,,,
04/02/2016 0010,10,11.16,12.13,203,,,,,,
04/02/2016 0020,10.6,11.83,12.86,203,,,,,,
04/02/2016 0030,10.1,11.27,12.25,202,,,,,,
04/02/2016 0040,9.8,10.94,11.89,202,,,,,,
04/02/2016 0050,9.8,10.94,11.89,203,,,,,,
04/02/2016 0100,10.3,11.5,12.49,206,,,,,,
04/02/2016 0110,9.7,10.83,11.77,206,,,,,,
04/02/2016 0120,10,11.16,12.13,214,,,,,,
04/02/2016 0130,9.6,10.72,11.65,207,,,,,,
04/02/2016 0140,9.3,10.38,11.28,207,,,,,,
04/02/2016 0150,9.6,10.72,11.65,206,,,,,,
04/02/2016 0200,9.5,10.6,11.52,214,,,,,,
04/02/2016 0210,9.4,10.49,11.4,209,,,,,,
04/02/2016 0220,9.5,10.6,11.52,208,,,,,,
04/02/2016 0230,9.4,10.49,11.4,207,,,,,,
04/02/2016 0240,9.8,10.94,11.89,203,,,,,,
04/02/2016 0250,10,11.16,12.13,207,,,,,,
04/02/2016 0300,10,11.16,12.13,205,,,,,,
04/02/2016 0310,10.4,11.61,12.62,204,,,,,,
04/02/2016 0320,9.8,10.94,11.89,205,,,,,,
04/02/2016 0330,9.9,11.05,12.01,204,,,,,,
04/02/2016 0340,9.7,10.83,11.77,202,,,,,,
04/02/2016 0350,9.9,11.05,12.01,202,,,,,,
04/02/2016 0400,10.2,11.39,12.37,204,,,,,,
04/02/2016 0410,10.3,11.5,12.49,203,,,,,,
04/02/2016 0420,10.4,11.61,12.62,200,,,,,,
04/02/2016 0430,10.3,11.5,12.49,202,,,,,,
04/02/2016 0440,10.3,11.5,12.49,201,,,,,,
04/02/2016 0450,10.5,11.72,12.74,204,,,,,,
04/02/2016 0500,10.6,11.83,12.86,203,,,,,,
04/02/2016 0510,10.5,11.72,12.74,206,,,,,,
04/02/2016 0520,10.4,11.61,12.62,201,,,,,,
04/02/2016 0530,10.5,11.72,12.74,200,,,,,,
04/02/2016 0540,10.3,11.5,12.49,205,,,,,,
04/02/2016 0550,10.6,11.83,12.86,200,,,,,,
04/02/2016 0600,11.2,12.5,13.59,202,,,,,,
04/02/2016 0610,10.4,11.61,12.62,204,,,,,,
04/02/2016 0620,10.3,11.5,12.49,203,,,,,,
04/02/2016 0630,10.5,11.72,12.74,206,,,,,,
04/02/2016 0640,10.2,11.39,12.37,205,,,,,,
04/02/2016 0650,10.4,11.61,12.62,207,,,,,,
04/02/2016 0700,10.6,11.83,12.86,211,,,,,,
04/02/2016 0710,10.1,11.27,12.25,209,,,,,,
04/02/2016 0720,10.2,11.39,12.37,204,,,,,,
04/02/2016 0730,10.6,11.83,12.86,206,,,,,,
04/02/2016 0740,10,11.16,12.13,209,,,,,,
04/02/2016 0750,9.9,11.05,12.01,207,,,,,,
04/02/2016 0800,10.5,11.72,12.74,211,,,,,,
04/02/2016 0810,10.4,11.61,12.62,215,,,,,,
04/02/2016 0820,10.8,12.06,13.1,215,,,,,,
04/02/2016 0830,10.7,11.94,12.98,212,,,,,,
04/02/2016 0840,11.1,12.39,13.46,211,,,,,,
04/02/2016 0850,11.1,12.39,13.46,214,,,,,,
04/02/2016 0900,10.7,11.94,12.98,211,,,,,,
04/02/2016 0910,10.5,11.72,12.74,216,,,,,,
04/02/2016 0920,11.3,12.61,13.71,217,,,,,,
04/02/2016 0930,11,12.28,13.34,221,,,,,,
04/02/2016 0940,10.7,11.94,12.98,218,,,,,,
04/02/2016 0950,10.5,11.72,12.74,214,,,,,,
04/02/2016 1000,10,11.16,12.13,214,,,,,,
04/02/2016 1010,10.1,11.27,12.25,216,,,,,,
04/02/2016 1020,9.8,10.94,11.89,208,,,,,,
04/02/2016 1030,10.1,11.27,12.25,204,,,,,,
04/02/2016 1040,10.4,11.61,12.62,205,,,,,,
04/02/2016 1050,10.9,12.17,13.22,203,,,,,,
04/02/2016 1100,11.3,12.61,13.71,201,,,,,,
04/02/2016 1110,10.9,12.17,13.22,203,,,,,,
04/02/2016 1120,10.8,12.06,13.1,208,,,,,,
04/02/2016 1130,10.8,12.06,13.1,208,,,,,,
04/02/2016 1140,10.2,11.39,12.37,207,,,,,,
04/02/2016 1150,10.2,11.39,12.37,206,,,,,,
04/02/2016 1200,10,11.16,12.13,209,,,,,,
04/02/2016 1210,10,11.16,12.13,206,,,,,,
04/02/2016 1220,10,11.16,12.13,208,,,,,,
04/02/2016 1230,10.5,11.72,12.74,205,,,,,,
04/02/2016 1240,10.9,12.17,13.22,209,,,,,,
04/02/2016 1250,11,12.28,13.34,209,,,,,,
04/02/2016 1300,11.6,12.95,14.07,206,,,,,,
04/02/2016 1310,11.6,12.95,14.07,202,,,,,,
04/02/2016 1320,11.6,12.95,14.07,205,,,,,,
04/02/2016 1330,11,12.28,13.34,202,,,,,,
04/02/2016 1340,11.4,12.73,13.83,212,,,,,,
04/02/2016 1350,11,12.28,13.34,209,,,,,,
04/02/2016 1400,11,12.28,13.34,207,,,,,,
04/02/2016 1410,11,12.28,13.34,204,,,,,,
04/02/2016 1420,10.9,12.17,13.22,206,,,,,,
04/02/2016 1430,10.7,11.94,12.98,213,,,,,,
04/02/2016 1440,10.7,11.94,12.98,214,,,,,,
04/02/2016 1450,10.2,11.39,12.37,210,,,,,,
04/02/2016 1500,10.4,11.61,12.62,210,,,,,,
04/02/2016 1510,10,11.16,12.13,209,,,,,,
04/02/2016 1520,10.7,11.94,12.98,206,,,,,,
04/02/2016 1530,10.9,12.17,13.22,202,,,,,,
04/02/2016 1540,11.9,13.28,14.44,208,,,,,,
04/02/2016 1550,11.1,12.39,13.46,207,,,,,,
04/02/2016 1600,12,13.39,14.56,211,,,,,,
04/02/2016 1610,12.4,13.84,15.04,211,,,,,,
