DateTime,WSPD1/A001E,WSPD11/A001E,WSPD12/A001E,WDIR1/A001E,,,,,,
03/17/2016 1020,8.2,9.15,9.95,240,,,,,,
03/17/2016 1030,7.7,8.59,9.34,241,,,,,,
03/17/2016 1040,7.7,8.59,9.34,239,,,,,,
03/17/2016 1050,7.7,8.59,9.34,237,,,,,,
03/17/2016 1100,7.6,8.48,9.22,238,,,,,,
03/17/2016 1110,7.3,8.15,8.86,237,,,,,,
03/17/2016 1120,7.1,7.93,8.61,236,,,,,,
03/17/2016 1130,7.2,8.04,8.73,231,,,,,,
03/17/2016 1140,6.9,7.7,8.37,234,,,,,,
03/17/2016 1150,6.4,7.14,7.76,235,,,,,,
03/17/2016 1200,5.9,6.59,7.16,242,,,,,,
03/17/2016 1210,5.1,5.69,6.19,253,,,,,,
03/17/2016 1220,5.1,5.69,6.19,258,,,,,,
03/17/2016 1230,5.5,6.14,6.67,271,,,,,,
03/17/2016 1240,4.4,4.91,5.34,286,,,,,,
03/17/2016 1250,4.3,4.8,5.22,283,,,,,,
03/17/2016 1300,4.5,5.02,5.46,282,,,,,,
03/17/2016 1310,4.4,4.91,5.34,281,,,,,,
03/17/2016 1320,4.4,4.91,5.34,279,,,,,,
03/17/2016 1330,4.2,4.69,5.09,281,,,,,,
03/17/2016 1340,4.2,4.69,5.09,284,,,,,,
03/17/2016 1350,4.2,4.69,5.09,286,,,,,,
03/17/2016 1400,4.5,5.02,5.46,285,,,,,,
03/17/2016 1410,4.5,5.02,5.46,288,,,,,,
03/17/2016 1420,4.1,4.58,4.97,291,,,,,,
03/17/2016 1430,4,4.46,4.85,288,,,,,,
03/17/2016 1440,4.2,4.69,5.09,301,,,,,,
03/17/2016 1450,4.6,5.13,5.58,305,,,,,,
03/17/2016 1500,5.2,5.8,6.31,318,,,,,,
03/17/2016 1510,5.2,5.8,6.31,314,,,,,,
03/17/2016 1520,5.1,5.69,6.19,315,,,,,,
03/17/2016 1530,5,5.58,6.07,319,,,,,,
03/17/2016 1540,6.3,7.03,7.64,339,,,,,,
03/17/2016 1550,6.8,7.59,8.25,341,,,,,,
03/17/2016 1600,6.4,7.14,7.76,345,,,,,,
03/17/2016 1610,5.9,6.59,7.16,348,,,,,,
03/17/2016 1620,5.3,5.92,6.43,344,,,,,,
03/17/2016 1630,5.8,6.47,7.04,346,,,,,,
03/17/2016 1640,6.5,7.26,7.88,353,,,,,,
03/17/2016 1650,6.5,7.26,7.88,352,,,,,,
03/17/2016 1700,6.1,6.81,7.4,353,,,,,,
03/17/2016 1710,5.5,6.14,6.67,355,,,,,,
03/17/2016 1720,5.4,6.03,6.55,357,,,,,,
03/17/2016 1730,5.5,6.14,6.67,358,,,,,,
03/17/2016 1740,5.3,5.92,6.43,359,,,,,,
03/17/2016 1750,4.9,5.47,5.94,358,,,,,,
03/17/2016 1800,4.5,5.02,5.46,356,,,,,,
03/17/2016 1810,4.4,4.91,5.34,356,,,,,,
03/17/2016 1820,4.3,4.8,5.22,360,,,,,,
03/17/2016 1830,4.2,4.69,5.09,355,,,,,,
03/17/2016 1840,3.6,4.02,4.37,359,,,,,,
03/17/2016 1850,2.9,3.24,3.52,1,,,,,,
03/17/2016 1900,2.7,3.01,3.28,350,,,,,,
03/17/2016 1910,3.1,3.46,3.76,342,,,,,,
03/17/2016 1920,3,3.35,3.64,336,,,,,,
03/17/2016 1930,2.7,3.01,3.28,333,,,,,,
03/17/2016 1940,2.5,2.79,3.03,325,,,,,,
03/17/2016 1950,2.4,2.68,2.91,328,,,,,,
03/17/2016 2000,2.5,2.79,3.03,327,,,,,,
03/17/2016 2010,2.5,2.79,3.03,325,,,,,,
03/17/2016 2020,2.9,3.24,3.52,318,,,,,,
03/17/2016 2030,3.3,3.68,4,325,,,,,,
03/17/2016 2040,3.5,3.91,4.25,323,,,,,,
03/17/2016 2050,3.9,4.35,4.73,323,,,,,,
03/17/2016 2100,3.9,4.35,4.73,325,,,,,,
03/17/2016 2110,3.7,4.13,4.49,320,,,,,,
03/17/2016 2120,3.3,3.68,4,332,,,,,,
03/17/2016 2130,3.1,3.46,3.76,325,,,,,,
03/17/2016 2140,2.9,3.24,3.52,330,,,,,,
03/17/2016 2150,2.9,3.24,3.52,330,,,,,,
03/17/2016 2200,3.1,3.46,3.76,332,,,,,,
03/17/2016 2210,2.8,3.13,3.4,328,,,,,,
03/17/2016 2220,2.9,3.24,3.52,327,,,,,,
03/17/2016 2230,1.9,2.12,2.3,315,,,,,,
03/17/2016 2240,0.9,1,1.09,321,,,,,,
03/17/2016 2250,0.7,0.78,0.85,312,,,,,,
03/17/2016 2300,0.7,0.78,0.85,285,,,,,,
03/17/2016 2310,0.4,0.45,0.49,330,,,,,,
03/17/2016 2320,0.6,0.67,0.73,286,,,,,,
03/17/2016 2330,0.2,0.22,0.24,246,,,,,,
03/17/2016 2340,0.5,0.56,0.61,241,,,,,,
03/17/2016 2350,0.6,0.67,0.73,266,,,,,,
03/18/2016 0000,0.6,0.67,0.73,285,,,,,,
03/18/2016 0010,0.7,0.78,0.85,281,,,,,,
03/18/2016 0020,0.6,0.67,0.73,269,,,,,,
03/18/2016 0030,0.6,0.67,0.73,244,,,,,,
03/18/2016 0040,0.4,0.45,0.49,243,,,,,,
03/18/2016 0050,0.5,0.56,0.61,229,,,,,,
03/18/2016 0100,0.7,0.78,0.85,254,,,,,,
03/18/2016 0110,1,1.12,1.21,249,,,,,,
03/18/2016 0120,1.3,1.45,1.58,230,,,,,,
03/18/2016 0130,1.9,2.12,2.3,252,,,,,,
03/18/2016 0140,2.1,2.34,2.55,254,,,,,,
03/18/2016 0150,2.3,2.57,2.79,246,,,,,,
03/18/2016 0200,2.5,2.79,3.03,246,,,,,,
03/18/2016 0210,3.1,3.46,3.76,250,,,,,,
03/18/2016 0220,3.7,4.13,4.49,257,,,,,,
03/18/2016 0230,3.7,4.13,4.49,256,,,,,,
03/18/2016 0240,3.3,3.68,4,257,,,,,,
03/18/2016 0250,3.8,4.24,4.61,247,,,,,,
03/18/2016 0300,3.7,4.13,4.49,246,,,,,,
03/18/2016 0310,4,4.46,4.85,239,,,,,,
03/18/2016 0320,4.3,4.8,5.22,239,,,,,,
03/18/2016 0330,4.4,4.91,5.34,233,,,,,,
03/18/2016 0340,4.7,5.25,5.7,232,,,,,,
03/18/2016 0350,4.9,5.47,5.94,236,,,,,,
03/18/2016 0400,5,5.58,6.07,236,,,,,,
03/18/2016 0410,5.1,5.69,6.19,238,,,,,,
03/18/2016 0420,5.5,6.14,6.67,236,,,,,,
03/18/2016 0430,5.3,5.92,6.43,239,,,,,,
03/18/2016 0440,5.3,5.92,6.43,231,,,,,,
03/18/2016 0450,5.5,6.14,6.67,226,,,,,,
03/18/2016 0500,5.9,6.59,7.16,224,,,,,,
03/18/2016 0510,6,6.7,7.28,219,,,,,,
03/18/2016 0520,6.1,6.81,7.4,216,,,,,,
03/18/2016 0530,5.3,5.92,6.43,231,,,,,,
03/18/2016 0540,4.5,5.02,5.46,250,,,,,,
03/18/2016 0550,4.2,4.69,5.09,247,,,,,,
03/18/2016 0600,4,4.46,4.85,246,,,,,,
03/18/2016 0610,4.1,4.58,4.97,246,,,,,,
03/18/2016 0620,3.8,4.24,4.61,241,,,,,,
03/18/2016 0630,4,4.46,4.85,234,,,,,,
03/18/2016 0640,4.1,4.58,4.97,234,,,,,,
03/18/2016 0650,4,4.46,4.85,235,,,,,,
03/18/2016 0700,4,4.46,4.85,234,,,,,,
03/18/2016 0710,3.6,4.02,4.37,236,,,,,,
03/18/2016 0720,3.5,3.91,4.25,244,,,,,,
03/18/2016 0730,3.7,4.13,4.49,243,,,,,,
03/18/2016 0740,3.8,4.24,4.61,234,,,,,,
03/18/2016 0750,3.3,3.68,4,235,,,,,,
03/18/2016 0800,3.5,3.91,4.25,243,,,,,,
03/18/2016 0810,3.5,3.91,4.25,243,,,,,,
03/18/2016 0820,3.4,3.8,4.12,239,,,,,,
03/18/2016 0830,3.6,4.02,4.37,229,,,,,,
03/18/2016 0840,4,4.46,4.85,228,,,,,,
03/18/2016 0850,3.5,3.91,4.25,227,,,,,,
03/18/2016 0900,3.5,3.91,4.25,227,,,,,,
03/18/2016 0910,3.4,3.8,4.12,229,,,,,,
03/18/2016 0920,3.4,3.8,4.12,228,,,,,,
03/18/2016 0930,3.6,4.02,4.37,225,,,,,,
03/18/2016 0940,3.4,3.8,4.12,223,,,,,,
03/18/2016 0950,2.7,3.01,3.28,249,,,,,,
03/18/2016 1000,2.7,3.01,3.28,250,,,,,,
03/18/2016 1010,2.6,2.9,3.15,237,,,,,,
03/18/2016 1020,2.6,2.9,3.15,244,,,,,,
03/18/2016 1030,2.9,3.24,3.52,239,,,,,,
03/18/2016 1040,3.3,3.68,4,232,,,,,,
03/18/2016 1050,3.6,4.02,4.37,224,,,,,,
03/18/2016 1100,3.8,4.24,4.61,219,,,,,,
03/18/2016 1110,3.8,4.24,4.61,233,,,,,,
03/18/2016 1120,3.9,4.35,4.73,233,,,,,,
03/18/2016 1130,4.4,4.91,5.34,237,,,,,,
03/18/2016 1140,4.1,4.58,4.97,236,,,,,,
03/18/2016 1150,4.5,5.02,5.46,230,,,,,,
03/18/2016 1200,4.8,5.36,5.82,234,,,,,,
03/18/2016 1210,4.3,4.8,5.22,239,,,,,,
03/18/2016 1220,5.1,5.69,6.19,258,,,,,,
03/18/2016 1230,6.8,7.59,8.25,336,,,,,,
03/18/2016 1240,8.5,9.49,10.31,323,,,,,,
03/18/2016 1250,9.2,10.27,11.16,324,,,,,,
03/18/2016 1300,6.1,6.81,7.4,315,,,,,,
03/18/2016 1310,4.7,5.25,5.7,300,,,,,,
03/18/2016 1320,3.3,3.68,4,306,,,,,,
03/18/2016 1330,4.4,4.91,5.34,322,,,,,,
03/18/2016 1340,4.2,4.69,5.09,345,,,,,,
03/18/2016 1350,2.5,2.79,3.03,350,,,,,,
03/18/2016 1400,2.6,2.9,3.15,24,,,,,,
03/18/2016 1410,2.2,2.46,2.67,134,,,,,,
03/18/2016 1420,2.8,3.13,3.4,152,,,,,,
03/18/2016 1430,2.6,2.9,3.15,96,,,,,,
03/18/2016 1440,2.1,2.34,2.55,278,,,,,,
03/18/2016 1450,4.3,4.8,5.22,212,,,,,,
03/18/2016 1500,3.5,3.91,4.25,198,,,,,,
03/18/2016 1510,4.3,4.8,5.22,225,,,,,,
03/18/2016 1520,4.3,4.8,5.22,169,,,,,,
03/18/2016 1530,2.8,3.13,3.4,128,,,,,,
03/18/2016 1540,2.3,2.57,2.79,193,,,,,,
03/18/2016 1550,1.7,1.9,2.06,83,,,,,,
03/18/2016 1600,3.2,3.57,3.88,45,,,,,,
03/18/2016 1610,6.1,6.81,7.4,44,,,,,,
03/18/2016 1620,9.7,10.83,11.77,45,,,,,,
03/18/2016 1630,10.6,11.83,12.86,44,,,,,,
03/18/2016 1640,10.9,12.17,13.22,43,,,,,,
03/18/2016 1650,11.1,12.39,13.46,41,,,,,,
03/18/2016 1700,10.8,12.06,13.1,39,,,,,,
03/18/2016 1710,11,12.28,13.34,42,,,,,,
03/18/2016 1720,10.3,11.5,12.49,44,,,,,,
03/18/2016 1730,10.3,11.5,12.49,45,,,,,,
03/18/2016 1740,10.5,11.72,12.74,38,,,,,,
03/18/2016 1750,10.4,11.61,12.62,37,,,,,,
03/18/2016 1800,10.3,11.5,12.49,35,,,,,,
03/18/2016 1810,10.7,11.94,12.98,34,,,,,,
03/18/2016 1820,10.5,11.72,12.74,36,,,,,,
03/18/2016 1830,10.6,11.83,12.86,34,,,,,,
03/18/2016 1840,10.3,11.5,12.49,34,,,,,,
03/18/2016 1850,10.1,11.27,12.25,34,,,,,,
03/18/2016 1900,9.8,10.94,11.89,42,,,,,,
03/18/2016 1910,9.4,10.49,11.4,38,,,,,,
03/18/2016 1920,8.9,9.93,10.8,40,,,,,,
03/18/2016 1930,8.8,9.82,10.67,48,,,,,,
03/18/2016 1940,8.6,9.6,10.43,37,,,,,,
03/18/2016 1950,8.4,9.38,10.19,31,,,,,,
03/18/2016 2000,8.6,9.6,10.43,29,,,,,,
03/18/2016 2010,8.2,9.15,9.95,36,,,,,,
03/18/2016 2020,8.4,9.38,10.19,35,,,,,,
03/18/2016 2030,8.8,9.82,10.67,25,,,,,,
03/18/2016 2040,8.7,9.71,10.55,26,,,,,,
03/18/2016 2050,8.9,9.93,10.8,21,,,,,,
03/18/2016 2100,8.4,9.38,10.19,24,,,,,,
03/18/2016 2110,8.5,9.49,10.31,24,,,,,,
03/18/2016 2120,8.1,9.04,9.83,29,,,,,,
03/18/2016 2130,8.3,9.26,10.07,29,,,,,,
03/18/2016 2140,8,8.93,9.7,33,,,,,,
03/18/2016 2150,7.9,8.82,9.58,35,,,,,,
03/18/2016 2200,7.6,8.48,9.22,31,,,,,,
03/18/2016 2210,7.7,8.59,9.34,32,,,,,,
03/18/2016 2220,7.7,8.59,9.34,30,,,,,,
03/18/2016 2230,7.4,8.26,8.98,33,,,,,,
03/18/2016 2240,7.2,8.04,8.73,33,,,,,,
03/18/2016 2250,6.9,7.7,8.37,32,,,,,,
03/18/2016 2300,7.1,7.93,8.61,29,,,,,,
03/18/2016 2310,6.8,7.59,8.25,26,,,,,,
03/18/2016 2320,6.8,7.59,8.25,31,,,,,,
03/18/2016 2330,6.6,7.37,8.01,37,,,,,,
03/18/2016 2340,6.3,7.03,7.64,32,,,,,,
03/18/2016 2350,6.1,6.81,7.4,29,,,,,,
03/19/2016 0000,6.1,6.81,7.4,34,,,,,,
03/19/2016 0010,6,6.7,7.28,38,,,,,,
03/19/2016 0020,6.6,7.37,8.01,31,,,,,,
03/19/2016 0030,6,6.7,7.28,33,,,,,,
03/19/2016 0040,6.2,6.92,7.52,32,,,,,,
03/19/2016 0050,6.4,7.14,7.76,29,,,,,,
03/19/2016 0100,6.4,7.14,7.76,22,,,,,,
03/19/2016 0110,5.6,6.25,6.79,34,,,,,,
03/19/2016 0120,5.6,6.25,6.79,35,,,,,,
03/19/2016 0130,5.1,5.69,6.19,37,,,,,,
03/19/2016 0140,4.6,5.13,5.58,42,,,,,,
03/19/2016 0150,4.7,5.25,5.7,42,,,,,,
03/19/2016 0200,4.2,4.69,5.09,42,,,,,,
03/19/2016 0210,4.7,5.25,5.7,33,,,,,,
03/19/2016 0220,4.5,5.02,5.46,32,,,,,,
03/19/2016 0230,4.6,5.13,5.58,38,,,,,,
03/19/2016 0240,4.4,4.91,5.34,47,,,,,,
03/19/2016 0250,4.8,5.36,5.82,41,,,,,,
03/19/2016 0300,4.6,5.13,5.58,39,,,,,,
03/19/2016 0310,5.1,5.69,6.19,40,,,,,,
03/19/2016 0320,4.4,4.91,5.34,49,,,,,,
03/19/2016 0330,4.6,5.13,5.58,60,,,,,,
03/19/2016 0340,4.3,4.8,5.22,61,,,,,,
03/19/2016 0350,4.7,5.25,5.7,58,,,,,,
03/19/2016 0400,4.8,5.36,5.82,53,,,,,,
03/19/2016 0410,4.8,5.36,5.82,52,,,,,,
03/19/2016 0420,4.8,5.36,5.82,59,,,,,,
03/19/2016 0430,4.7,5.25,5.7,54,,,,,,
03/19/2016 0440,4.7,5.25,5.7,48,,,,,,
03/19/2016 0450,4.2,4.69,5.09,65,,,,,,
03/19/2016 0500,4.4,4.91,5.34,60,,,,,,
03/19/2016 0510,4.2,4.69,5.09,65,,,,,,
03/19/2016 0520,4.5,5.02,5.46,68,,,,,,
03/19/2016 0530,4.7,5.25,5.7,69,,,,,,
03/19/2016 0540,4.2,4.69,5.09,68,,,,,,
03/19/2016 0550,4.1,4.58,4.97,76,,,,,,
03/19/2016 0600,4.3,4.8,5.22,62,,,,,,
03/19/2016 0610,4.6,5.13,5.58,70,,,,,,
03/19/2016 0620,4,4.46,4.85,62,,,,,,
03/19/2016 0630,4.3,4.8,5.22,62,,,,,,
03/19/2016 0640,4.1,4.58,4.97,60,,,,,,
03/19/2016 0650,4.4,4.91,5.34,60,,,,,,
03/19/2016 0700,4.5,5.02,5.46,66,,,,,,
03/19/2016 0710,4,4.46,4.85,69,,,,,,
03/19/2016 0720,4.5,5.02,5.46,60,,,,,,
03/19/2016 0730,4.3,4.8,5.22,65,,,,,,
03/19/2016 0740,4,4.46,4.85,68,,,,,,
03/19/2016 0750,4.3,4.8,5.22,69,,,,,,
03/19/2016 0800,4.2,4.69,5.09,71,,,,,,
03/19/2016 0810,4.1,4.58,4.97,67,,,,,,
03/19/2016 0820,4.6,5.13,5.58,71,,,,,,
03/19/2016 0830,3.5,3.91,4.25,96,,,,,,
03/19/2016 0840,3.6,4.02,4.37,118,,,,,,
03/19/2016 0850,3.5,3.91,4.25,109,,,,,,
03/19/2016 0900,3.9,4.35,4.73,114,,,,,,
03/19/2016 0910,4.4,4.91,5.34,107,,,,,,
03/19/2016 0920,4,4.46,4.85,113,,,,,,
03/19/2016 0930,4.1,4.58,4.97,119,,,,,,
03/19/2016 0940,4.3,4.8,5.22,109,,,,,,
03/19/2016 0950,4.7,5.25,5.7,114,,,,,,
03/19/2016 1000,4.8,5.36,5.82,125,,,,,,
03/19/2016 1010,4.8,5.36,5.82,126,,,,,,
03/19/2016 1020,5,5.58,6.07,141,,,,,,
03/19/2016 1030,4.9,5.47,5.94,140,,,,,,
03/19/2016 1040,5,5.58,6.07,130,,,,,,
03/19/2016 1050,5.2,5.8,6.31,119,,,,,,
03/19/2016 1100,4.9,5.47,5.94,127,,,,,,
03/19/2016 1110,5.2,5.8,6.31,132,,,,,,
03/19/2016 1120,5.2,5.8,6.31,123,,,,,,
03/19/2016 1130,5.2,5.8,6.31,135,,,,,,
03/19/2016 1140,5.1,5.69,6.19,143,,,,,,
03/19/2016 1150,5.4,6.03,6.55,130,,,,,,
03/19/2016 1200,4.9,5.47,5.94,127,,,,,,
03/19/2016 1210,5.4,6.03,6.55,131,,,,,,
03/19/2016 1220,6,6.7,7.28,131,,,,,,
03/19/2016 1230,5.6,6.25,6.79,120,,,,,,
03/19/2016 1240,6.1,6.81,7.4,134,,,,,,
03/19/2016 1250,6,6.7,7.28,138,,,,,,
03/19/2016 1300,6.5,7.26,7.88,124,,,,,,
03/19/2016 1310,6.2,6.92,7.52,120,,,,,,
03/19/2016 1320,6.8,7.59,8.25,126,,,,,,
03/19/2016 1330,7.2,8.04,8.73,123,,,,,,
03/19/2016 1340,7.5,8.37,9.1,130,,,,,,
03/19/2016 1350,7.8,8.71,9.46,130,,,,,,
03/19/2016 1400,7.5,8.37,9.1,121,,,,,,
03/19/2016 1410,7.6,8.48,9.22,123,,,,,,
03/19/2016 1420,7.6,8.48,9.22,133,,,,,,
03/19/2016 1430,7.5,8.37,9.1,127,,,,,,
03/19/2016 1440,7.6,8.48,9.22,131,,,,,,
03/19/2016 1450,7.6,8.48,9.22,126,,,,,,
03/19/2016 1500,8.1,9.04,9.83,127,,,,,,
03/19/2016 1510,8,8.93,9.7,131,,,,,,
03/19/2016 1520,7.8,8.71,9.46,130,,,,,,
03/19/2016 1530,8.1,9.04,9.83,130,,,,,,
03/19/2016 1540,8,8.93,9.7,125,,,,,,
03/19/2016 1550,8.4,9.38,10.19,131,,,,,,
03/19/2016 1600,8.4,9.38,10.19,137,,,,,,
03/19/2016 1610,8.4,9.38,10.19,130,,,,,,
03/19/2016 1620,8.6,9.6,10.43,128,,,,,,
03/19/2016 1630,8.7,9.71,10.55,132,,,,,,
03/19/2016 1640,8.6,9.6,10.43,133,,,,,,
03/19/2016 1650,8.1,9.04,9.83,131,,,,,,
03/19/2016 1700,7.7,8.59,9.34,132,,,,,,
03/19/2016 1710,8.2,9.15,9.95,135,,,,,,
03/19/2016 1720,8.3,9.26,10.07,133,,,,,,
03/19/2016 1730,8.3,9.26,10.07,130,,,,,,
03/19/2016 1740,8.8,9.82,10.67,134,,,,,,
03/19/2016 1750,8.8,9.82,10.67,142,,,,,,
03/19/2016 1800,8.9,9.93,10.8,138,,,,,,
03/19/2016 1810,9.6,10.72,11.65,142,,,,,,
03/19/2016 1820,9.3,10.38,11.28,140,,,,,,
03/19/2016 1830,8.5,9.49,10.31,140,,,,,,
03/19/2016 1840,8.6,9.6,10.43,137,,,,,,
03/19/2016 1850,9,10.05,10.92,136,,,,,,
03/19/2016 1900,9.3,10.38,11.28,132,,,,,,
03/19/2016 1910,10.1,11.27,12.25,133,,,,,,
03/19/2016 1920,9.8,10.94,11.89,134,,,,,,
03/19/2016 1930,10.5,11.72,12.74,136,,,,,,
03/19/2016 1940,10,11.16,12.13,136,,,,,,
03/19/2016 1950,9.6,10.72,11.65,137,,,,,,
03/19/2016 2000,10.5,11.72,12.74,138,,,,,,
03/19/2016 2010,10.8,12.06,13.1,139,,,,,,
03/19/2016 2020,10.3,11.5,12.49,143,,,,,,
03/19/2016 2030,11.6,12.95,14.07,145,,,,,,
03/19/2016 2040,9.6,10.72,11.65,150,,,,,,
03/19/2016 2050,5.6,6.25,6.79,161,,,,,,
03/19/2016 2100,8.8,9.82,10.67,201,,,,,,
03/19/2016 2110,11.3,12.61,13.71,154,,,,,,
03/19/2016 2120,11.3,12.61,13.71,151,,,,,,
03/19/2016 2130,11.3,12.61,13.71,152,,,,,,
03/19/2016 2140,11.2,12.5,13.59,150,,,,,,
03/19/2016 2150,11,12.28,13.34,155,,,,,,
03/19/2016 2200,10.8,12.06,13.1,152,,,,,,
03/19/2016 2210,10.1,11.27,12.25,148,,,,,,
03/19/2016 2220,8.9,9.93,10.8,146,,,,,,
03/19/2016 2230,9.6,10.72,11.65,155,,,,,,
03/19/2016 2240,10.8,12.06,13.1,160,,,,,,
03/19/2016 2250,9,10.05,10.92,158,,,,,,
03/19/2016 2300,9.5,10.6,11.52,169,,,,,,
03/19/2016 2310,8.3,9.26,10.07,165,,,,,,
03/19/2016 2320,8.9,9.93,10.8,171,,,,,,
03/19/2016 2330,10.1,11.27,12.25,180,,,,,,
03/19/2016 2340,10.4,11.61,12.62,187,,,,,,
03/19/2016 2350,11.1,12.39,13.46,181,,,,,,
03/20/2016 0000,10.3,11.5,12.49,185,,,,,,
03/20/2016 0010,10.5,11.72,12.74,184,,,,,,
03/20/2016 0020,9.8,10.94,11.89,188,,,,,,
03/20/2016 0030,9.8,10.94,11.89,193,,,,,,
03/20/2016 0040,8.5,9.49,10.31,192,,,,,,
03/20/2016 0050,8,8.93,9.7,182,,,,,,
03/20/2016 0100,6,6.7,7.28,178,,,,,,
03/20/2016 0110,4.4,4.91,5.34,174,,,,,,
03/20/2016 0120,8.8,9.82,10.67,203,,,,,,
03/20/2016 0130,10.2,11.39,12.37,198,,,,,,
03/20/2016 0140,9,10.05,10.92,194,,,,,,
03/20/2016 0150,6.9,7.7,8.37,204,,,,,,
03/20/2016 0200,6.9,7.7,8.37,219,,,,,,
03/20/2016 0210,7.5,8.37,9.1,225,,,,,,
03/20/2016 0220,8.5,9.49,10.31,213,,,,,,
03/20/2016 0230,8.1,9.04,9.83,214,,,,,,
03/20/2016 0240,7.9,8.82,9.58,216,,,,,,
03/20/2016 0250,7.5,8.37,9.1,222,,,,,,
03/20/2016 0300,8.1,9.04,9.83,223,,,,,,
03/20/2016 0310,8,8.93,9.7,213,,,,,,
03/20/2016 0320,8.1,9.04,9.83,209,,,,,,
03/20/2016 0330,8.2,9.15,9.95,213,,,,,,
03/20/2016 0340,8.7,9.71,10.55,215,,,,,,
03/20/2016 0350,7.8,8.71,9.46,224,,,,,,
03/20/2016 0400,7.5,8.37,9.1,227,,,,,,
03/20/2016 0410,7.5,8.37,9.1,227,,,,,,
03/20/2016 0420,7.5,8.37,9.1,230,,,,,,
03/20/2016 0430,7.6,8.48,9.22,231,,,,,,
03/20/2016 0440,7.3,8.15,8.86,232,,,,,,
03/20/2016 0450,7,7.81,8.49,232,,,,,,
03/20/2016 0500,6.9,7.7,8.37,232,,,,,,
03/20/2016 0510,6.6,7.37,8.01,231,,,,,,
03/20/2016 0520,6.1,6.81,7.4,232,,,,,,
03/20/2016 0530,5.8,6.47,7.04,231,,,,,,
03/20/2016 0540,6,6.7,7.28,236,,,,,,
03/20/2016 0550,6.6,7.37,8.01,236,,,,,,
03/20/2016 0600,6.3,7.03,7.64,235,,,,,,
03/20/2016 0610,5.7,6.36,6.91,236,,,,,,
03/20/2016 0620,5.5,6.14,6.67,238,,,,,,
03/20/2016 0630,5.4,6.03,6.55,238,,,,,,
03/20/2016 0640,5.2,5.8,6.31,232,,,,,,
03/20/2016 0650,5.2,5.8,6.31,232,,,,,,
03/20/2016 0700,5.4,6.03,6.55,229,,,,,,
03/20/2016 0710,5.1,5.69,6.19,236,,,,,,
03/20/2016 0720,5.1,5.69,6.19,231,,,,,,
03/20/2016 0730,5,5.58,6.07,233,,,,,,
03/20/2016 0740,5.5,6.14,6.67,250,,,,,,
03/20/2016 0750,5.5,6.14,6.67,250,,,,,,
03/20/2016 0800,5,5.58,6.07,252,,,,,,
03/20/2016 0810,4.6,5.13,5.58,254,,,,,,
03/20/2016 0820,4.4,4.91,5.34,260,,,,,,
03/20/2016 0830,5.8,6.47,7.04,277,,,,,,
03/20/2016 0840,7.4,8.26,8.98,311,,,,,,
03/20/2016 0850,6.2,6.92,7.52,313,,,,,,
03/20/2016 0900,5.3,5.92,6.43,312,,,,,,
03/20/2016 0910,5,5.58,6.07,310,,,,,,
03/20/2016 0920,7,7.81,8.49,308,,,,,,
03/20/2016 0930,6.2,6.92,7.52,293,,,,,,
03/20/2016 0940,4.7,5.25,5.7,281,,,,,,
03/20/2016 0950,3,3.35,3.64,237,,,,,,
03/20/2016 1000,2.7,3.01,3.28,220,,,,,,
03/20/2016 1010,1.9,2.12,2.3,254,,,,,,
03/20/2016 1020,1.8,2.01,2.18,243,,,,,,
03/20/2016 1030,1.6,1.79,1.94,217,,,,,,
03/20/2016 1040,1.5,1.67,1.82,230,,,,,,
03/20/2016 1050,1.3,1.45,1.58,202,,,,,,
03/20/2016 1100,0.8,0.89,0.97,235,,,,,,
03/20/2016 1110,1.9,2.12,2.3,272,,,,,,
03/20/2016 1120,1.7,1.9,2.06,285,,,,,,
03/20/2016 1130,1.3,1.45,1.58,288,,,,,,
03/20/2016 1140,1.5,1.67,1.82,265,,,,,,
03/20/2016 1150,1.6,1.79,1.94,273,,,,,,
03/20/2016 1200,1.3,1.45,1.58,310,,,,,,
03/20/2016 1210,1.7,1.9,2.06,337,,,,,,
03/20/2016 1220,1.9,2.12,2.3,23,,,,,,
03/20/2016 1230,2.8,3.13,3.4,21,,,,,,
03/20/2016 1240,2.6,2.9,3.15,8,,,,,,
03/20/2016 1250,2.1,2.34,2.55,319,,,,,,
03/20/2016 1300,1.4,1.56,1.7,339,,,,,,
03/20/2016 1310,1.4,1.56,1.7,312,,,,,,
03/20/2016 1320,2.2,2.46,2.67,187,,,,,,
03/20/2016 1330,4,4.46,4.85,182,,,,,,
03/20/2016 1340,3.8,4.24,4.61,183,,,,,,
03/20/2016 1350,3.8,4.24,4.61,184,,,,,,
03/20/2016 1400,4,4.46,4.85,189,,,,,,
03/20/2016 1410,3.8,4.24,4.61,183,,,,,,
03/20/2016 1420,3.4,3.8,4.12,184,,,,,,
03/20/2016 1430,3.5,3.91,4.25,184,,,,,,
03/20/2016 1440,3.3,3.68,4,179,,,,,,
03/20/2016 1450,3.5,3.91,4.25,176,,,,,,
03/20/2016 1500,3.8,4.24,4.61,172,,,,,,
03/20/2016 1510,4.4,4.91,5.34,183,,,,,,
03/20/2016 1520,5.1,5.69,6.19,182,,,,,,
03/20/2016 1530,5.2,5.8,6.31,179,,,,,,
03/20/2016 1540,4.6,5.13,5.58,183,,,,,,
03/20/2016 1550,4.3,4.8,5.22,185,,,,,,
03/20/2016 1600,4.1,4.58,4.97,192,,,,,,
03/20/2016 1610,4.4,4.91,5.34,191,,,,,,
