DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
08/31/2018 0300,3,3.24,3.43,65,,,,,,,,
08/31/2018 0310,2.7,2.92,3.08,67,,,,,,,,
08/31/2018 0320,2.4,2.59,2.73,72,,,,,,,,
08/31/2018 0330,2.5,2.7,2.85,63,,,,,,,,
08/31/2018 0340,2.4,2.59,2.73,64,,,,,,,,
08/31/2018 0350,2.7,2.92,3.08,60,,,,,,,,
08/31/2018 0400,2.7,2.92,3.08,59,,,,,,,,
08/31/2018 0410,2.2,2.37,2.5,66,,,,,,,,
08/31/2018 0420,1.3,1.4,1.48,77,,,,,,,,
08/31/2018 0430,1.8,1.94,2.04,58,,,,,,,,
08/31/2018 0440,1.8,1.94,2.04,58,,,,,,,,
08/31/2018 0450,1.6,1.72,1.82,64,,,,,,,,
08/31/2018 0500,1.5,1.62,1.7,62,,,,,,,,
08/31/2018 0510,1.7,1.83,1.93,55,,,,,,,,
08/31/2018 0520,2,2.16,2.27,51,,,,,,,,
08/31/2018 0530,1.7,1.83,1.93,51,,,,,,,,
08/31/2018 0540,2.5,2.7,2.85,79,,,,,,,,
08/31/2018 0550,2.5,2.7,2.85,72,,,,,,,,
08/31/2018 0600,2.4,2.59,2.73,71,,,,,,,,
08/31/2018 0610,2,2.16,2.27,63,,,,,,,,
08/31/2018 0620,2.3,2.48,2.62,69,,,,,,,,
08/31/2018 0630,1.9,2.05,2.16,68,,,,,,,,
08/31/2018 0640,1.9,2.05,2.16,64,,,,,,,,
08/31/2018 0650,2.3,2.48,2.62,72,,,,,,,,
08/31/2018 0700,3.2,3.46,3.66,77,,,,,,,,
08/31/2018 0710,2.5,2.7,2.85,70,,,,,,,,
08/31/2018 0720,2.4,2.59,2.73,73,,,,,,,,
08/31/2018 0730,2.4,2.59,2.73,85,,,,,,,,
08/31/2018 0740,2.5,2.7,2.85,91,,,,,,,,
08/31/2018 0750,1.9,2.05,2.16,81,,,,,,,,
08/31/2018 0800,2,2.16,2.27,78,,,,,,,,
08/31/2018 0810,1.3,1.4,1.48,68,,,,,,,,
08/31/2018 0820,1.4,1.51,1.59,69,,,,,,,,
08/31/2018 0830,1.3,1.4,1.48,64,,,,,,,,
08/31/2018 0840,0.8,0.87,0.91,84,,,,,,,,
08/31/2018 0850,0.7,0.76,0.8,67,,,,,,,,
08/31/2018 0900,0.9,0.97,1.03,60,,,,,,,,
08/31/2018 0910,0.6,0.65,0.69,80,,,,,,,,
08/31/2018 0920,1.2,1.29,1.37,58,,,,,,,,
08/31/2018 0930,1.8,1.94,2.04,72,,,,,,,,
08/31/2018 0940,1.9,2.05,2.16,56,,,,,,,,
08/31/2018 0950,2,2.16,2.27,52,,,,,,,,
08/31/2018 1000,1.7,1.83,1.93,80,,,,,,,,
08/31/2018 1020,1.7,1.83,1.93,66,,,,,,,,
08/31/2018 1030,1.9,2.05,2.16,52,,,,,,,,
08/31/2018 1040,2.4,2.59,2.73,63,,,,,,,,
08/31/2018 1050,1.9,2.05,2.16,57,,,,,,,,
08/31/2018 1100,2.4,2.59,2.73,53,,,,,,,,
08/31/2018 1110,2.4,2.59,2.73,58,,,,,,,,
08/31/2018 1120,2.7,2.92,3.08,52,,,,,,,,
08/31/2018 1130,2.7,2.92,3.08,55,,,,,,,,
08/31/2018 1140,3.2,3.46,3.66,57,,,,,,,,
08/31/2018 1150,3.2,3.46,3.66,54,,,,,,,,
08/31/2018 1200,3.1,3.35,3.55,55,,,,,,,,
08/31/2018 1210,3.4,3.68,3.9,50,,,,,,,,
08/31/2018 1220,3.4,3.68,3.9,43,,,,,,,,
08/31/2018 1230,3.3,3.57,3.78,38,,,,,,,,
08/31/2018 1240,3.4,3.68,3.9,42,,,,,,,,
08/31/2018 1250,3.5,3.79,4.01,47,,,,,,,,
08/31/2018 1300,3.8,4.12,4.36,46,,,,,,,,
08/31/2018 1310,3.7,4.01,4.25,45,,,,,,,,
08/31/2018 1320,3.9,4.23,4.48,47,,,,,,,,
08/31/2018 1330,3.9,4.23,4.48,47,,,,,,,,
08/31/2018 1340,3.8,4.12,4.36,45,,,,,,,,
08/31/2018 1350,4.1,4.45,4.72,45,,,,,,,,
08/31/2018 1400,3.7,4.01,4.25,48,,,,,,,,
08/31/2018 1410,4,4.34,4.6,49,,,,,,,,
08/31/2018 1420,3.8,4.12,4.36,47,,,,,,,,
08/31/2018 1430,4,4.34,4.6,49,,,,,,,,
08/31/2018 1440,3.8,4.12,4.36,57,,,,,,,,
08/31/2018 1450,4.3,4.67,4.95,51,,,,,,,,
08/31/2018 1500,4.2,4.56,4.83,53,,,,,,,,
08/31/2018 1510,4.1,4.45,4.72,54,,,,,,,,
08/31/2018 1520,4,4.34,4.6,52,,,,,,,,
08/31/2018 1530,4,4.34,4.6,64,,,,,,,,
08/31/2018 1540,3.9,4.23,4.48,66,,,,,,,,
08/31/2018 1550,4,4.34,4.6,69,,,,,,,,
08/31/2018 1600,4.4,4.78,5.07,68,,,,,,,,
08/31/2018 1610,4.1,4.45,4.72,62,,,,,,,,
08/31/2018 1620,4.2,4.56,4.83,62,,,,,,,,
08/31/2018 1630,4.3,4.67,4.95,71,,,,,,,,
08/31/2018 1640,4.3,4.67,4.95,77,,,,,,,,
08/31/2018 1650,4.3,4.67,4.95,71,,,,,,,,
08/31/2018 1700,4.1,4.45,4.72,74,,,,,,,,
08/31/2018 1710,4.5,4.89,5.18,62,,,,,,,,
08/31/2018 1720,4,4.34,4.6,65,,,,,,,,
08/31/2018 1730,3.9,4.23,4.48,66,,,,,,,,
08/31/2018 1740,4.5,4.89,5.18,68,,,,,,,,
08/31/2018 1750,4.3,4.67,4.95,71,,,,,,,,
08/31/2018 1800,3.8,4.12,4.36,69,,,,,,,,
08/31/2018 1810,3.5,3.79,4.01,80,,,,,,,,
08/31/2018 1820,3.5,3.79,4.01,67,,,,,,,,
08/31/2018 1830,3.7,4.01,4.25,65,,,,,,,,
08/31/2018 1840,3.5,3.79,4.01,74,,,,,,,,
08/31/2018 1850,3.3,3.57,3.78,76,,,,,,,,
08/31/2018 1900,3.7,4.01,4.25,76,,,,,,,,
08/31/2018 1910,4,4.34,4.6,72,,,,,,,,
08/31/2018 1920,3.7,4.01,4.25,70,,,,,,,,
08/31/2018 1930,3.8,4.12,4.36,66,,,,,,,,
08/31/2018 1940,4,4.34,4.6,72,,,,,,,,
08/31/2018 1950,4,4.34,4.6,73,,,,,,,,
08/31/2018 2000,3.9,4.23,4.48,74,,,,,,,,
08/31/2018 2010,3.7,4.01,4.25,70,,,,,,,,
08/31/2018 2020,3.6,3.9,4.13,72,,,,,,,,
08/31/2018 2030,4.2,4.56,4.83,79,,,,,,,,
08/31/2018 2040,4.1,4.45,4.72,74,,,,,,,,
08/31/2018 2050,3.9,4.23,4.48,79,,,,,,,,
08/31/2018 2100,3.3,3.57,3.78,69,,,,,,,,
08/31/2018 2110,3.3,3.57,3.78,65,,,,,,,,
08/31/2018 2120,3.2,3.46,3.66,59,,,,,,,,
08/31/2018 2130,3.8,4.12,4.36,57,,,,,,,,
08/31/2018 2140,4.1,4.45,4.72,61,,,,,,,,
08/31/2018 2150,4.5,4.89,5.18,63,,,,,,,,
08/31/2018 2200,4.7,5.11,5.42,52,,,,,,,,
08/31/2018 2210,4.4,4.78,5.07,64,,,,,,,,
08/31/2018 2220,4.7,5.11,5.42,64,,,,,,,,
08/31/2018 2230,4.7,5.11,5.42,65,,,,,,,,
08/31/2018 2240,4.7,5.11,5.42,63,,,,,,,,
08/31/2018 2250,4.3,4.67,4.95,67,,,,,,,,
08/31/2018 2300,4.3,4.67,4.95,65,,,,,,,,
08/31/2018 2310,4.3,4.67,4.95,67,,,,,,,,
08/31/2018 2320,4.5,4.89,5.18,70,,,,,,,,
08/31/2018 2330,4.8,5.22,5.54,93,,,,,,,,
08/31/2018 2340,3.5,3.79,4.01,83,,,,,,,,
08/31/2018 2350,3.5,3.79,4.01,74,,,,,,,,
09/01/2018 0000,4,4.34,4.6,73,,,,,,,,
09/01/2018 0010,4.1,4.45,4.72,71,,,,,,,,
09/01/2018 0020,3.8,4.12,4.36,75,,,,,,,,
09/01/2018 0030,4,4.34,4.6,86,,,,,,,,
09/01/2018 0040,4.2,4.56,4.83,82,,,,,,,,
09/01/2018 0050,4.1,4.45,4.72,78,,,,,,,,
09/01/2018 0100,4.2,4.56,4.83,74,,,,,,,,
09/01/2018 0110,4.3,4.67,4.95,70,,,,,,,,
09/01/2018 0120,4.1,4.45,4.72,75,,,,,,,,
09/01/2018 0130,3.6,3.9,4.13,82,,,,,,,,
09/01/2018 0140,3.5,3.79,4.01,87,,,,,,,,
09/01/2018 0150,3.5,3.79,4.01,79,,,,,,,,
09/01/2018 0200,4.4,4.78,5.07,70,,,,,,,,
09/01/2018 0210,4.3,4.67,4.95,73,,,,,,,,
09/01/2018 0220,4.2,4.56,4.83,76,,,,,,,,
09/01/2018 0230,4,4.34,4.6,80,,,,,,,,
09/01/2018 0240,4,4.34,4.6,85,,,,,,,,
09/01/2018 0250,3.8,4.12,4.36,75,,,,,,,,
09/01/2018 0300,3.8,4.12,4.36,64,,,,,,,,
09/01/2018 0310,3.6,3.9,4.13,68,,,,,,,,
09/01/2018 0320,3.8,4.12,4.36,52,,,,,,,,
09/01/2018 0330,3.4,3.68,3.9,51,,,,,,,,
09/01/2018 0340,2.7,2.92,3.08,71,,,,,,,,
09/01/2018 0350,2.9,3.14,3.31,89,,,,,,,,
09/01/2018 0400,2.8,3.03,3.2,90,,,,,,,,
09/01/2018 0410,2.5,2.7,2.85,89,,,,,,,,
09/01/2018 0420,2.7,2.92,3.08,87,,,,,,,,
09/01/2018 0430,2.6,2.81,2.97,87,,,,,,,,
09/01/2018 0440,2.9,3.14,3.31,82,,,,,,,,
09/01/2018 0450,3,3.24,3.43,75,,,,,,,,
09/01/2018 0500,2.9,3.14,3.31,82,,,,,,,,
09/01/2018 0510,2.8,3.03,3.2,75,,,,,,,,
09/01/2018 0520,2.8,3.03,3.2,74,,,,,,,,
09/01/2018 0530,3.5,3.79,4.01,73,,,,,,,,
09/01/2018 0540,3.4,3.68,3.9,57,,,,,,,,
09/01/2018 0550,3.3,3.57,3.78,43,,,,,,,,
09/01/2018 0600,3.2,3.46,3.66,57,,,,,,,,
09/01/2018 0610,3.1,3.35,3.55,79,,,,,,,,
09/01/2018 0620,2.9,3.14,3.31,92,,,,,,,,
09/01/2018 0630,2.8,3.03,3.2,109,,,,,,,,
09/01/2018 0640,2.9,3.14,3.31,103,,,,,,,,
09/01/2018 0650,2.7,2.92,3.08,95,,,,,,,,
09/01/2018 0700,2.9,3.14,3.31,90,,,,,,,,
09/01/2018 0710,2.4,2.59,2.73,82,,,,,,,,
09/01/2018 0720,3.2,3.46,3.66,78,,,,,,,,
09/01/2018 0730,2.7,2.92,3.08,77,,,,,,,,
09/01/2018 0740,2.2,2.37,2.5,82,,,,,,,,
09/01/2018 0750,3.1,3.35,3.55,70,,,,,,,,
09/01/2018 0800,3.2,3.46,3.66,73,,,,,,,,
09/01/2018 0810,3.1,3.35,3.55,74,,,,,,,,
09/01/2018 0820,3.7,4.01,4.25,78,,,,,,,,
09/01/2018 0830,3.2,3.46,3.66,82,,,,,,,,
09/01/2018 0840,3.5,3.79,4.01,82,,,,,,,,
09/01/2018 0850,3.6,3.9,4.13,97,,,,,,,,
09/01/2018 0900,3.1,3.35,3.55,97,,,,,,,,
09/01/2018 0910,3.3,3.57,3.78,91,,,,,,,,
09/01/2018 0920,3.6,3.9,4.13,86,,,,,,,,
09/01/2018 0930,3.6,3.9,4.13,93,,,,,,,,
09/01/2018 0940,3.7,4.01,4.25,85,,,,,,,,
09/01/2018 0950,3.6,3.9,4.13,85,,,,,,,,
09/01/2018 1000,3.9,4.23,4.48,82,,,,,,,,
09/01/2018 1010,3.8,4.12,4.36,79,,,,,,,,
09/01/2018 1020,3.8,4.12,4.36,89,,,,,,,,
09/01/2018 1030,3.5,3.79,4.01,86,,,,,,,,
09/01/2018 1040,3.4,3.68,3.9,87,,,,,,,,
09/01/2018 1050,3.6,3.9,4.13,97,,,,,,,,
09/01/2018 1100,3.6,3.9,4.13,80,,,,,,,,
09/01/2018 1110,3.4,3.68,3.9,77,,,,,,,,
09/01/2018 1120,3.5,3.79,4.01,84,,,,,,,,
09/01/2018 1130,3.5,3.79,4.01,79,,,,,,,,
09/01/2018 1140,3.8,4.12,4.36,79,,,,,,,,
09/01/2018 1150,3.7,4.01,4.25,86,,,,,,,,
09/01/2018 1200,4.2,4.56,4.83,70,,,,,,,,
09/01/2018 1210,3.9,4.23,4.48,72,,,,,,,,
09/01/2018 1220,3.7,4.01,4.25,75,,,,,,,,
09/01/2018 1230,3.6,3.9,4.13,78,,,,,,,,
09/01/2018 1240,3.7,4.01,4.25,77,,,,,,,,
09/01/2018 1250,3.4,3.68,3.9,76,,,,,,,,
09/01/2018 1300,3.8,4.12,4.36,72,,,,,,,,
09/01/2018 1310,3.9,4.23,4.48,70,,,,,,,,
09/01/2018 1320,3.9,4.23,4.48,72,,,,,,,,
09/01/2018 1330,4.2,4.56,4.83,65,,,,,,,,
09/01/2018 1340,4.3,4.67,4.95,57,,,,,,,,
09/01/2018 1350,4.7,5.11,5.42,54,,,,,,,,
09/01/2018 1400,4.5,4.89,5.18,52,,,,,,,,
09/01/2018 1410,4.7,5.11,5.42,52,,,,,,,,
09/01/2018 1420,4.9,5.33,5.65,60,,,,,,,,
09/01/2018 1430,4.9,5.33,5.65,56,,,,,,,,
09/01/2018 1440,4.7,5.11,5.42,55,,,,,,,,
09/01/2018 1450,4.7,5.11,5.42,59,,,,,,,,
09/01/2018 1500,4.9,5.33,5.65,54,,,,,,,,
09/01/2018 1510,4.9,5.33,5.65,54,,,,,,,,
09/01/2018 1520,4.5,4.89,5.18,60,,,,,,,,
09/01/2018 1530,4.6,5,5.3,56,,,,,,,,
09/01/2018 1540,4.6,5,5.3,54,,,,,,,,
09/01/2018 1550,4.1,4.45,4.72,43,,,,,,,,
09/01/2018 1600,4.3,4.67,4.95,63,,,,,,,,
09/01/2018 1610,4.3,4.67,4.95,68,,,,,,,,
09/01/2018 1620,4.6,5,5.3,65,,,,,,,,
09/01/2018 1630,4.5,4.89,5.18,67,,,,,,,,
09/01/2018 1640,4.6,5,5.3,66,,,,,,,,
09/01/2018 1650,4.3,4.67,4.95,63,,,,,,,,
09/01/2018 1700,4.6,5,5.3,63,,,,,,,,
09/01/2018 1710,4.8,5.22,5.54,60,,,,,,,,
09/01/2018 1720,4.8,5.22,5.54,62,,,,,,,,
09/01/2018 1730,4.7,5.11,5.42,68,,,,,,,,
09/01/2018 1740,4.7,5.11,5.42,64,,,,,,,,
09/01/2018 1750,5.4,5.88,6.24,67,,,,,,,,
09/01/2018 1800,5.3,5.77,6.13,73,,,,,,,,
09/01/2018 1810,5.2,5.66,6.01,90,,,,,,,,
09/01/2018 1820,5.2,5.66,6.01,93,,,,,,,,
09/01/2018 1830,4.8,5.22,5.54,89,,,,,,,,
09/01/2018 1840,5.2,5.66,6.01,81,,,,,,,,
09/01/2018 1850,4.9,5.33,5.65,84,,,,,,,,
09/01/2018 1900,4.4,4.78,5.07,86,,,,,,,,
09/01/2018 1910,4.8,5.22,5.54,82,,,,,,,,
09/01/2018 1920,4.8,5.22,5.54,81,,,,,,,,
09/01/2018 1930,4.8,5.22,5.54,82,,,,,,,,
09/01/2018 1940,4.6,5,5.3,78,,,,,,,,
09/01/2018 1950,4.5,4.89,5.18,74,,,,,,,,
09/01/2018 2000,4.5,4.89,5.18,77,,,,,,,,
09/01/2018 2010,4.1,4.45,4.72,73,,,,,,,,
09/01/2018 2020,4.1,4.45,4.72,71,,,,,,,,
09/01/2018 2030,4.7,5.11,5.42,65,,,,,,,,
09/01/2018 2040,4.7,5.11,5.42,68,,,,,,,,
09/01/2018 2050,5,5.44,5.77,76,,,,,,,,
09/01/2018 2100,4.8,5.22,5.54,71,,,,,,,,
09/01/2018 2110,5.1,5.55,5.89,73,,,,,,,,
09/01/2018 2120,4.9,5.33,5.65,69,,,,,,,,
09/01/2018 2130,4.8,5.22,5.54,71,,,,,,,,
09/01/2018 2140,4.6,5,5.3,65,,,,,,,,
09/01/2018 2150,4.5,4.89,5.18,65,,,,,,,,
09/01/2018 2200,3.7,4.01,4.25,69,,,,,,,,
09/01/2018 2210,4.1,4.45,4.72,71,,,,,,,,
09/01/2018 2220,4.1,4.45,4.72,64,,,,,,,,
09/01/2018 2230,3.7,4.01,4.25,74,,,,,,,,
09/01/2018 2240,4.1,4.45,4.72,82,,,,,,,,
09/01/2018 2250,4.5,4.89,5.18,69,,,,,,,,
09/01/2018 2300,4.1,4.45,4.72,71,,,,,,,,
09/01/2018 2310,4.5,4.89,5.18,74,,,,,,,,
09/01/2018 2320,4.4,4.78,5.07,78,,,,,,,,
09/01/2018 2330,4.6,5,5.3,69,,,,,,,,
09/01/2018 2340,4.4,4.78,5.07,66,,,,,,,,
09/01/2018 2350,4.7,5.11,5.42,65,,,,,,,,
09/02/2018 0000,4.9,5.33,5.65,69,,,,,,,,
09/02/2018 0010,4.9,5.33,5.65,76,,,,,,,,
09/02/2018 0020,5,5.44,5.77,75,,,,,,,,
09/02/2018 0030,5.4,5.88,6.24,74,,,,,,,,
09/02/2018 0040,5.5,5.99,6.36,81,,,,,,,,
09/02/2018 0050,5.6,6.1,6.48,73,,,,,,,,
09/02/2018 0100,5.5,5.99,6.36,77,,,,,,,,
09/02/2018 0110,5.5,5.99,6.36,78,,,,,,,,
09/02/2018 0120,5.4,5.88,6.24,76,,,,,,,,
09/02/2018 0130,5.7,6.21,6.6,75,,,,,,,,
09/02/2018 0140,5.2,5.66,6.01,83,,,,,,,,
09/02/2018 0150,5.3,5.77,6.13,79,,,,,,,,
09/02/2018 0200,5.5,5.99,6.36,74,,,,,,,,
09/02/2018 0210,5.1,5.55,5.89,83,,,,,,,,
09/02/2018 0220,4.9,5.33,5.65,79,,,,,,,,
09/02/2018 0230,5,5.44,5.77,81,,,,,,,,
09/02/2018 0240,5.1,5.55,5.89,78,,,,,,,,
09/02/2018 0250,4.9,5.33,5.65,75,,,,,,,,
09/02/2018 0300,4.8,5.22,5.54,70,,,,,,,,
09/02/2018 0310,4.4,4.78,5.07,73,,,,,,,,
09/02/2018 0320,4.5,4.89,5.18,65,,,,,,,,
09/02/2018 0330,4.7,5.11,5.42,67,,,,,,,,
09/02/2018 0340,4.3,4.67,4.95,62,,,,,,,,
09/02/2018 0350,4.1,4.45,4.72,67,,,,,,,,
09/02/2018 0400,4.1,4.45,4.72,66,,,,,,,,
09/02/2018 0410,4.4,4.78,5.07,70,,,,,,,,
09/02/2018 0420,4.3,4.67,4.95,66,,,,,,,,
09/02/2018 0430,4.8,5.22,5.54,69,,,,,,,,
09/02/2018 0440,4.9,5.33,5.65,65,,,,,,,,
09/02/2018 0450,4.3,4.67,4.95,70,,,,,,,,
09/02/2018 0500,4.5,4.89,5.18,77,,,,,,,,
09/02/2018 0510,4.8,5.22,5.54,71,,,,,,,,
09/02/2018 0520,4.7,5.11,5.42,69,,,,,,,,
09/02/2018 0530,4.7,5.11,5.42,79,,,,,,,,
09/02/2018 0540,4.6,5,5.3,85,,,,,,,,
09/02/2018 0550,4.6,5,5.3,85,,,,,,,,
09/02/2018 0600,4.9,5.33,5.65,77,,,,,,,,
09/02/2018 0610,4.9,5.33,5.65,80,,,,,,,,
09/02/2018 0620,4.9,5.33,5.65,76,,,,,,,,
09/02/2018 0630,5.1,5.55,5.89,72,,,,,,,,
09/02/2018 0640,5.1,5.55,5.89,72,,,,,,,,
09/02/2018 0650,5,5.44,5.77,73,,,,,,,,
09/02/2018 0700,5.1,5.55,5.89,75,,,,,,,,
09/02/2018 0710,5.1,5.55,5.89,77,,,,,,,,
09/02/2018 0720,4.6,5,5.3,82,,,,,,,,
09/02/2018 0730,4.8,5.22,5.54,78,,,,,,,,
09/02/2018 0740,4.5,4.89,5.18,78,,,,,,,,
09/02/2018 0750,4.8,5.22,5.54,74,,,,,,,,
09/02/2018 0800,4.6,5,5.3,66,,,,,,,,
09/02/2018 0810,4.8,5.22,5.54,74,,,,,,,,
09/02/2018 0820,5.1,5.55,5.89,70,,,,,,,,
09/02/2018 0830,5.4,5.88,6.24,70,,,,,,,,
09/02/2018 0840,5.5,5.99,6.36,77,,,,,,,,
09/02/2018 0850,5.6,6.1,6.48,69,,,,,,,,
09/02/2018 0900,5.7,6.21,6.6,68,,,,,,,,
09/02/2018 0910,5.5,5.99,6.36,76,,,,,,,,
09/02/2018 0920,5.4,5.88,6.24,76,,,,,,,,
09/02/2018 0930,5.6,6.1,6.48,75,,,,,,,,
09/02/2018 0940,5.5,5.99,6.36,68,,,,,,,,
09/02/2018 0950,5.4,5.88,6.24,77,,,,,,,,
09/02/2018 1000,5.7,6.21,6.6,72,,,,,,,,
09/02/2018 1010,5.5,5.99,6.36,73,,,,,,,,
09/02/2018 1020,5.4,5.88,6.24,78,,,,,,,,
09/02/2018 1030,5,5.44,5.77,80,,,,,,,,
09/02/2018 1040,4.8,5.22,5.54,85,,,,,,,,
09/02/2018 1050,4.7,5.11,5.42,78,,,,,,,,
09/02/2018 1100,4.7,5.11,5.42,82,,,,,,,,
09/02/2018 1110,4.3,4.67,4.95,86,,,,,,,,
09/02/2018 1120,4.7,5.11,5.42,80,,,,,,,,
09/02/2018 1130,4.4,4.78,5.07,76,,,,,,,,
09/02/2018 1140,4.5,4.89,5.18,86,,,,,,,,
09/02/2018 1150,4.5,4.89,5.18,82,,,,,,,,
09/02/2018 1200,5,5.44,5.77,77,,,,,,,,
09/02/2018 1210,5.1,5.55,5.89,70,,,,,,,,
09/02/2018 1220,5,5.44,5.77,77,,,,,,,,
09/02/2018 1230,4.9,5.33,5.65,76,,,,,,,,
09/02/2018 1240,5.2,5.66,6.01,73,,,,,,,,
09/02/2018 1250,5.1,5.55,5.89,80,,,,,,,,
09/02/2018 1300,5.1,5.55,5.89,77,,,,,,,,
09/02/2018 1310,5.2,5.66,6.01,73,,,,,,,,
09/02/2018 1320,5.2,5.66,6.01,81,,,,,,,,
09/02/2018 1330,4.9,5.33,5.65,81,,,,,,,,
09/02/2018 1340,5.2,5.66,6.01,85,,,,,,,,
09/02/2018 1350,5.1,5.55,5.89,76,,,,,,,,
09/02/2018 1400,4.9,5.33,5.65,78,,,,,,,,
09/02/2018 1410,5.3,5.77,6.13,74,,,,,,,,
09/02/2018 1420,5.2,5.66,6.01,78,,,,,,,,
09/02/2018 1430,4.9,5.33,5.65,74,,,,,,,,
09/02/2018 1440,5,5.44,5.77,77,,,,,,,,
09/02/2018 1450,4.8,5.22,5.54,75,,,,,,,,
09/02/2018 1500,4.7,5.11,5.42,77,,,,,,,,
09/02/2018 1510,4.8,5.22,5.54,84,,,,,,,,
09/02/2018 1520,4.7,5.11,5.42,76,,,,,,,,
09/02/2018 1530,4.5,4.89,5.18,83,,,,,,,,
09/02/2018 1540,4.7,5.11,5.42,78,,,,,,,,
09/02/2018 1550,4.6,5,5.3,71,,,,,,,,
09/02/2018 1600,4.8,5.22,5.54,69,,,,,,,,
09/02/2018 1610,4.3,4.67,4.95,74,,,,,,,,
09/02/2018 1620,4.1,4.45,4.72,68,,,,,,,,
09/02/2018 1630,4.1,4.45,4.72,72,,,,,,,,
09/02/2018 1640,4.2,4.56,4.83,79,,,,,,,,
09/02/2018 1650,4,4.34,4.6,69,,,,,,,,
09/02/2018 1700,3.8,4.12,4.36,68,,,,,,,,
09/02/2018 1710,4,4.34,4.6,66,,,,,,,,
09/02/2018 1720,3.9,4.23,4.48,71,,,,,,,,
09/02/2018 1730,4.3,4.67,4.95,62,,,,,,,,
09/02/2018 1740,4.2,4.56,4.83,71,,,,,,,,
09/02/2018 1750,4,4.34,4.6,67,,,,,,,,
09/02/2018 1800,3.8,4.12,4.36,67,,,,,,,,
09/02/2018 1810,4.3,4.67,4.95,69,,,,,,,,
09/02/2018 1820,4.2,4.56,4.83,66,,,,,,,,
09/02/2018 1830,4,4.34,4.6,66,,,,,,,,
09/02/2018 1840,3.8,4.12,4.36,60,,,,,,,,
09/02/2018 1850,3.7,4.01,4.25,53,,,,,,,,
09/02/2018 1900,3.8,4.12,4.36,61,,,,,,,,
09/02/2018 1910,4.1,4.45,4.72,57,,,,,,,,
09/02/2018 1920,3.9,4.23,4.48,61,,,,,,,,
09/02/2018 1930,4,4.34,4.6,55,,,,,,,,
09/02/2018 1940,3.6,3.9,4.13,64,,,,,,,,
09/02/2018 1950,3.8,4.12,4.36,63,,,,,,,,
09/02/2018 2000,4.3,4.67,4.95,63,,,,,,,,
09/02/2018 2010,4.4,4.78,5.07,66,,,,,,,,
09/02/2018 2020,4.7,5.11,5.42,58,,,,,,,,
09/02/2018 2030,4.6,5,5.3,58,,,,,,,,
09/02/2018 2040,4.9,5.33,5.65,52,,,,,,,,
09/02/2018 2050,4.7,5.11,5.42,54,,,,,,,,
09/02/2018 2100,4.8,5.22,5.54,56,,,,,,,,
09/02/2018 2110,4.9,5.33,5.65,56,,,,,,,,
09/02/2018 2120,5,5.44,5.77,50,,,,,,,,
09/02/2018 2130,5.5,5.99,6.36,56,,,,,,,,
09/02/2018 2140,5.2,5.66,6.01,54,,,,,,,,
09/02/2018 2150,5.4,5.88,6.24,65,,,,,,,,
09/02/2018 2200,5.4,5.88,6.24,70,,,,,,,,
09/02/2018 2210,5.1,5.55,5.89,69,,,,,,,,
09/02/2018 2220,4.1,4.45,4.72,69,,,,,,,,
09/02/2018 2230,5.1,5.55,5.89,58,,,,,,,,
09/02/2018 2240,4.8,5.22,5.54,66,,,,,,,,
09/02/2018 2250,5.1,5.55,5.89,64,,,,,,,,
09/02/2018 2300,5.3,5.77,6.13,59,,,,,,,,
09/02/2018 2310,5.6,6.1,6.48,61,,,,,,,,
09/02/2018 2320,5.6,6.1,6.48,60,,,,,,,,
09/02/2018 2330,6,6.54,6.95,66,,,,,,,,
09/02/2018 2340,5.4,5.88,6.24,68,,,,,,,,
09/02/2018 2350,5,5.44,5.77,64,,,,,,,,
09/03/2018 0000,5.9,6.43,6.83,71,,,,,,,,
09/03/2018 0010,6.3,6.87,7.31,78,,,,,,,,
09/03/2018 0020,4.7,5.11,5.42,75,,,,,,,,
09/03/2018 0030,4.6,5,5.3,74,,,,,,,,
09/03/2018 0040,4.7,5.11,5.42,76,,,,,,,,
09/03/2018 0050,5.3,5.77,6.13,69,,,,,,,,
09/03/2018 0100,5.7,6.21,6.6,68,,,,,,,,
09/03/2018 0110,5.3,5.77,6.13,69,,,,,,,,
09/03/2018 0120,5.4,5.88,6.24,70,,,,,,,,
09/03/2018 0130,5.6,6.1,6.48,71,,,,,,,,
09/03/2018 0140,5.5,5.99,6.36,74,,,,,,,,
09/03/2018 0150,5.2,5.66,6.01,79,,,,,,,,
09/03/2018 0200,5.2,5.66,6.01,72,,,,,,,,
09/03/2018 0210,5,5.44,5.77,80,,,,,,,,
09/03/2018 0220,5.4,5.88,6.24,77,,,,,,,,
09/03/2018 0230,5.5,5.99,6.36,94,,,,,,,,
09/03/2018 0240,5.2,5.66,6.01,99,,,,,,,,
09/03/2018 0250,4.8,5.22,5.54,85,,,,,,,,
09/03/2018 0300,4.6,5,5.3,76,,,,,,,,
09/03/2018 0310,5,5.44,5.77,94,,,,,,,,
09/03/2018 0320,3.8,4.12,4.36,103,,,,,,,,
09/03/2018 0330,4.7,5.11,5.42,79,,,,,,,,
09/03/2018 0340,4.6,5,5.3,90,,,,,,,,
09/03/2018 0350,5.2,5.66,6.01,88,,,,,,,,
09/03/2018 0400,5,5.44,5.77,85,,,,,,,,
09/03/2018 0410,4.8,5.22,5.54,85,,,,,,,,
