DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
08/25/2018 0030,4.2,4.56,4.83,221,,,,,,,,
08/25/2018 0040,6.8,7.43,7.9,220,,,,,,,,
08/25/2018 0050,5.5,5.99,6.36,196,,,,,,,,
08/25/2018 0100,1.5,1.62,1.7,171,,,,,,,,
08/25/2018 0110,2.6,2.81,2.97,197,,,,,,,,
08/25/2018 0120,2.5,2.7,2.85,184,,,,,,,,
08/25/2018 0130,3.6,3.9,4.13,177,,,,,,,,
08/25/2018 0140,5,5.44,5.77,189,,,,,,,,
08/25/2018 0150,4.2,4.56,4.83,190,,,,,,,,
08/25/2018 0200,4.8,5.22,5.54,205,,,,,,,,
08/25/2018 0210,4.6,5,5.3,190,,,,,,,,
08/25/2018 0220,4.1,4.45,4.72,181,,,,,,,,
08/25/2018 0230,3.7,4.01,4.25,189,,,,,,,,
08/25/2018 0240,3.9,4.23,4.48,181,,,,,,,,
08/25/2018 0250,3.9,4.23,4.48,178,,,,,,,,
08/25/2018 0300,4.3,4.67,4.95,184,,,,,,,,
08/25/2018 0310,4.1,4.45,4.72,185,,,,,,,,
08/25/2018 0320,4.9,5.33,5.65,182,,,,,,,,
08/25/2018 0330,4.7,5.11,5.42,185,,,,,,,,
08/25/2018 0340,5.5,5.99,6.36,178,,,,,,,,
08/25/2018 0350,5.5,5.99,6.36,181,,,,,,,,
08/25/2018 0400,5.5,5.99,6.36,176,,,,,,,,
08/25/2018 0410,5.4,5.88,6.24,178,,,,,,,,
08/25/2018 0420,5.3,5.77,6.13,177,,,,,,,,
08/25/2018 0430,4.9,5.33,5.65,185,,,,,,,,
08/25/2018 0440,5.5,5.99,6.36,183,,,,,,,,
08/25/2018 0450,5.3,5.77,6.13,179,,,,,,,,
08/25/2018 0500,5.2,5.66,6.01,180,,,,,,,,
08/25/2018 0510,5.2,5.66,6.01,176,,,,,,,,
08/25/2018 0520,5.5,5.99,6.36,174,,,,,,,,
08/25/2018 0530,5.6,6.1,6.48,179,,,,,,,,
08/25/2018 0540,6.1,6.65,7.07,179,,,,,,,,
08/25/2018 0550,6,6.54,6.95,178,,,,,,,,
08/25/2018 0600,5.8,6.32,6.72,174,,,,,,,,
08/25/2018 0610,5.8,6.32,6.72,180,,,,,,,,
08/25/2018 0620,5.9,6.43,6.83,178,,,,,,,,
08/25/2018 0630,5.9,6.43,6.83,173,,,,,,,,
08/25/2018 0640,5.9,6.43,6.83,169,,,,,,,,
08/25/2018 0650,5.9,6.43,6.83,171,,,,,,,,
08/25/2018 0700,5.9,6.43,6.83,174,,,,,,,,
08/25/2018 0710,6.2,6.76,7.19,173,,,,,,,,
08/25/2018 0720,6.2,6.76,7.19,177,,,,,,,,
08/25/2018 0730,6.1,6.65,7.07,183,,,,,,,,
08/25/2018 0740,6,6.54,6.95,177,,,,,,,,
08/25/2018 0750,6.2,6.76,7.19,181,,,,,,,,
08/25/2018 0800,6.4,6.98,7.43,177,,,,,,,,
08/25/2018 0810,6.5,7.09,7.54,181,,,,,,,,
08/25/2018 0820,6.3,6.87,7.31,188,,,,,,,,
08/25/2018 0830,6.7,7.32,7.78,184,,,,,,,,
08/25/2018 0840,6.7,7.32,7.78,183,,,,,,,,
08/25/2018 0850,6,6.54,6.95,181,,,,,,,,
08/25/2018 0900,6.2,6.76,7.19,186,,,,,,,,
08/25/2018 0910,6.5,7.09,7.54,184,,,,,,,,
08/25/2018 0920,6.4,6.98,7.43,183,,,,,,,,
08/25/2018 0930,6.2,6.76,7.19,188,,,,,,,,
08/25/2018 0940,6.1,6.65,7.07,186,,,,,,,,
08/25/2018 0950,6,6.54,6.95,190,,,,,,,,
08/25/2018 1000,6.2,6.76,7.19,187,,,,,,,,
08/25/2018 1010,6.3,6.87,7.31,185,,,,,,,,
08/25/2018 1020,6.8,7.43,7.9,185,,,,,,,,
08/25/2018 1030,6.6,7.21,7.66,183,,,,,,,,
08/25/2018 1040,6.4,6.98,7.43,189,,,,,,,,
08/25/2018 1050,6.6,7.21,7.66,196,,,,,,,,
08/25/2018 1100,6.1,6.65,7.07,217,,,,,,,,
08/25/2018 1110,5.7,6.21,6.6,218,,,,,,,,
08/25/2018 1120,5.5,5.99,6.36,207,,,,,,,,
08/25/2018 1130,5.3,5.77,6.13,203,,,,,,,,
08/25/2018 1140,5.4,5.88,6.24,198,,,,,,,,
08/25/2018 1150,5.8,6.32,6.72,192,,,,,,,,
08/25/2018 1200,6.1,6.65,7.07,185,,,,,,,,
08/25/2018 1210,6.7,7.32,7.78,186,,,,,,,,
08/25/2018 1220,6.3,6.87,7.31,190,,,,,,,,
08/25/2018 1230,6.5,7.09,7.54,187,,,,,,,,
08/25/2018 1240,6.6,7.21,7.66,190,,,,,,,,
08/25/2018 1250,6,6.54,6.95,191,,,,,,,,
08/25/2018 1300,5.8,6.32,6.72,194,,,,,,,,
08/25/2018 1310,5.7,6.21,6.6,191,,,,,,,,
08/25/2018 1320,6,6.54,6.95,193,,,,,,,,
08/25/2018 1330,6,6.54,6.95,193,,,,,,,,
08/25/2018 1340,5.9,6.43,6.83,193,,,,,,,,
08/25/2018 1350,5.9,6.43,6.83,194,,,,,,,,
08/25/2018 1400,5.7,6.21,6.6,198,,,,,,,,
08/25/2018 1410,5.7,6.21,6.6,192,,,,,,,,
08/25/2018 1420,5.4,5.88,6.24,192,,,,,,,,
08/25/2018 1430,5.5,5.99,6.36,190,,,,,,,,
08/25/2018 1440,5.5,5.99,6.36,187,,,,,,,,
08/25/2018 1450,5.5,5.99,6.36,188,,,,,,,,
08/25/2018 1500,5.1,5.55,5.89,185,,,,,,,,
08/25/2018 1510,5,5.44,5.77,198,,,,,,,,
08/25/2018 1520,4.7,5.11,5.42,187,,,,,,,,
08/25/2018 1530,5.4,5.88,6.24,183,,,,,,,,
08/25/2018 1540,5.2,5.66,6.01,188,,,,,,,,
08/25/2018 1550,4.9,5.33,5.65,186,,,,,,,,
08/25/2018 1600,5.4,5.88,6.24,185,,,,,,,,
08/25/2018 1610,4.7,5.11,5.42,185,,,,,,,,
08/25/2018 1620,4.9,5.33,5.65,181,,,,,,,,
08/25/2018 1630,5,5.44,5.77,182,,,,,,,,
08/25/2018 1640,4.8,5.22,5.54,182,,,,,,,,
08/25/2018 1650,4.4,4.78,5.07,188,,,,,,,,
08/25/2018 1700,4.3,4.67,4.95,187,,,,,,,,
08/25/2018 1710,4.4,4.78,5.07,187,,,,,,,,
08/25/2018 1720,4.4,4.78,5.07,193,,,,,,,,
08/25/2018 1730,4.4,4.78,5.07,191,,,,,,,,
08/25/2018 1740,3.9,4.23,4.48,191,,,,,,,,
08/25/2018 1750,3.7,4.01,4.25,192,,,,,,,,
08/25/2018 1800,4,4.34,4.6,182,,,,,,,,
08/25/2018 1810,3.9,4.23,4.48,171,,,,,,,,
08/25/2018 1820,3.7,4.01,4.25,173,,,,,,,,
08/25/2018 1830,3.6,3.9,4.13,177,,,,,,,,
08/25/2018 1840,3.5,3.79,4.01,177,,,,,,,,
08/25/2018 1850,3.5,3.79,4.01,169,,,,,,,,
08/25/2018 1900,3.4,3.68,3.9,162,,,,,,,,
08/25/2018 1910,3.3,3.57,3.78,167,,,,,,,,
08/25/2018 1920,3.3,3.57,3.78,162,,,,,,,,
08/25/2018 1930,3,3.24,3.43,161,,,,,,,,
08/25/2018 1940,2.7,2.92,3.08,160,,,,,,,,
08/25/2018 1950,2.6,2.81,2.97,158,,,,,,,,
08/25/2018 2000,2.5,2.7,2.85,156,,,,,,,,
08/25/2018 2010,2.6,2.81,2.97,155,,,,,,,,
08/25/2018 2020,3,3.24,3.43,153,,,,,,,,
08/25/2018 2030,2.9,3.14,3.31,154,,,,,,,,
08/25/2018 2040,2.8,3.03,3.2,148,,,,,,,,
08/25/2018 2050,3,3.24,3.43,143,,,,,,,,
08/25/2018 2100,3.5,3.79,4.01,146,,,,,,,,
08/25/2018 2110,3.3,3.57,3.78,152,,,,,,,,
08/25/2018 2120,3.2,3.46,3.66,153,,,,,,,,
08/25/2018 2130,3.3,3.57,3.78,148,,,,,,,,
08/25/2018 2140,3.2,3.46,3.66,146,,,,,,,,
08/25/2018 2150,3.2,3.46,3.66,141,,,,,,,,
08/25/2018 2200,3.3,3.57,3.78,150,,,,,,,,
08/25/2018 2210,3.6,3.9,4.13,143,,,,,,,,
08/25/2018 2220,3.7,4.01,4.25,144,,,,,,,,
08/25/2018 2230,3.8,4.12,4.36,148,,,,,,,,
08/25/2018 2240,3.5,3.79,4.01,148,,,,,,,,
08/25/2018 2250,3.8,4.12,4.36,146,,,,,,,,
08/25/2018 2300,3.7,4.01,4.25,155,,,,,,,,
08/25/2018 2310,3.4,3.68,3.9,150,,,,,,,,
08/25/2018 2320,3.2,3.46,3.66,150,,,,,,,,
08/25/2018 2330,3,3.24,3.43,148,,,,,,,,
08/25/2018 2340,3.2,3.46,3.66,149,,,,,,,,
08/25/2018 2350,2.9,3.14,3.31,153,,,,,,,,
08/26/2018 0000,3.1,3.35,3.55,154,,,,,,,,
08/26/2018 0010,3.2,3.46,3.66,151,,,,,,,,
08/26/2018 0020,5.5,5.99,6.36,144,,,,,,,,
08/26/2018 0030,3.6,3.9,4.13,130,,,,,,,,
08/26/2018 0040,3.5,3.79,4.01,91,,,,,,,,
08/26/2018 0050,2.3,2.48,2.62,83,,,,,,,,
08/26/2018 0100,3.5,3.79,4.01,145,,,,,,,,
08/26/2018 0110,3.9,4.23,4.48,150,,,,,,,,
08/26/2018 0120,4.2,4.56,4.83,153,,,,,,,,
08/26/2018 0130,4.1,4.45,4.72,151,,,,,,,,
08/26/2018 0140,4,4.34,4.6,145,,,,,,,,
08/26/2018 0150,4.3,4.67,4.95,144,,,,,,,,
08/26/2018 0200,4.7,5.11,5.42,143,,,,,,,,
08/26/2018 0210,5,5.44,5.77,145,,,,,,,,
08/26/2018 0220,4.2,4.56,4.83,148,,,,,,,,
08/26/2018 0230,4.5,4.89,5.18,141,,,,,,,,
08/26/2018 0240,5,5.44,5.77,143,,,,,,,,
08/26/2018 0250,5,5.44,5.77,152,,,,,,,,
08/26/2018 0300,4.9,5.33,5.65,150,,,,,,,,
08/26/2018 0310,5,5.44,5.77,146,,,,,,,,
08/26/2018 0320,5,5.44,5.77,145,,,,,,,,
08/26/2018 0330,4.7,5.11,5.42,147,,,,,,,,
08/26/2018 0340,4.8,5.22,5.54,151,,,,,,,,
08/26/2018 0350,4.9,5.33,5.65,143,,,,,,,,
08/26/2018 0400,4.9,5.33,5.65,144,,,,,,,,
08/26/2018 0410,4.9,5.33,5.65,140,,,,,,,,
08/26/2018 0420,4.9,5.33,5.65,149,,,,,,,,
08/26/2018 0430,5,5.44,5.77,146,,,,,,,,
08/26/2018 0440,5.3,5.77,6.13,145,,,,,,,,
08/26/2018 0450,5.2,5.66,6.01,148,,,,,,,,
08/26/2018 0500,5.3,5.77,6.13,152,,,,,,,,
08/26/2018 0510,5.2,5.66,6.01,148,,,,,,,,
08/26/2018 0520,4.8,5.22,5.54,144,,,,,,,,
08/26/2018 0530,4.5,4.89,5.18,146,,,,,,,,
08/26/2018 0540,4.3,4.67,4.95,149,,,,,,,,
08/26/2018 0550,4.2,4.56,4.83,153,,,,,,,,
08/26/2018 0600,3.7,4.01,4.25,151,,,,,,,,
08/26/2018 0610,5.2,5.66,6.01,143,,,,,,,,
08/26/2018 0620,3.6,3.9,4.13,103,,,,,,,,
08/26/2018 0630,4.2,4.56,4.83,142,,,,,,,,
08/26/2018 0640,5.4,5.88,6.24,152,,,,,,,,
08/26/2018 0650,5.3,5.77,6.13,148,,,,,,,,
08/26/2018 0700,5.1,5.55,5.89,159,,,,,,,,
08/26/2018 0710,4.8,5.22,5.54,155,,,,,,,,
08/26/2018 0720,5.2,5.66,6.01,161,,,,,,,,
08/26/2018 0730,4.9,5.33,5.65,156,,,,,,,,
08/26/2018 0740,4.7,5.11,5.42,154,,,,,,,,
08/26/2018 0750,4.7,5.11,5.42,156,,,,,,,,
08/26/2018 0800,4.5,4.89,5.18,157,,,,,,,,
08/26/2018 0810,4.3,4.67,4.95,158,,,,,,,,
08/26/2018 0820,4.6,5,5.3,152,,,,,,,,
08/26/2018 0830,4.4,4.78,5.07,159,,,,,,,,
08/26/2018 0840,4.5,4.89,5.18,157,,,,,,,,
08/26/2018 0850,4.4,4.78,5.07,155,,,,,,,,
08/26/2018 0900,4,4.34,4.6,166,,,,,,,,
08/26/2018 0910,3.8,4.12,4.36,169,,,,,,,,
08/26/2018 0920,3.7,4.01,4.25,166,,,,,,,,
08/26/2018 0930,3.7,4.01,4.25,166,,,,,,,,
08/26/2018 0940,4,4.34,4.6,167,,,,,,,,
08/26/2018 0950,4.3,4.67,4.95,172,,,,,,,,
08/26/2018 1000,4,4.34,4.6,174,,,,,,,,
08/26/2018 1010,3.6,3.9,4.13,180,,,,,,,,
08/26/2018 1020,3.4,3.68,3.9,167,,,,,,,,
08/26/2018 1030,3.9,4.23,4.48,163,,,,,,,,
08/26/2018 1040,3.6,3.9,4.13,169,,,,,,,,
08/26/2018 1050,4.7,5.11,5.42,167,,,,,,,,
08/26/2018 1100,3.4,3.68,3.9,173,,,,,,,,
08/26/2018 1110,2.1,2.26,2.39,182,,,,,,,,
08/26/2018 1120,2.9,3.14,3.31,180,,,,,,,,
08/26/2018 1130,2.8,3.03,3.2,179,,,,,,,,
08/26/2018 1140,3.1,3.35,3.55,167,,,,,,,,
08/26/2018 1150,3.1,3.35,3.55,170,,,,,,,,
08/26/2018 1200,3.2,3.46,3.66,171,,,,,,,,
08/26/2018 1210,2.8,3.03,3.2,176,,,,,,,,
08/26/2018 1220,2.9,3.14,3.31,175,,,,,,,,
08/26/2018 1230,3.1,3.35,3.55,181,,,,,,,,
08/26/2018 1240,4,4.34,4.6,177,,,,,,,,
08/26/2018 1250,1.8,1.94,2.04,143,,,,,,,,
08/26/2018 1300,1.1,1.19,1.25,164,,,,,,,,
08/26/2018 1310,2.7,2.92,3.08,183,,,,,,,,
08/26/2018 1320,2.8,3.03,3.2,186,,,,,,,,
08/26/2018 1330,2.6,2.81,2.97,177,,,,,,,,
08/26/2018 1340,2.5,2.7,2.85,178,,,,,,,,
08/26/2018 1350,2.4,2.59,2.73,181,,,,,,,,
08/26/2018 1400,2.5,2.7,2.85,176,,,,,,,,
08/26/2018 1410,2.5,2.7,2.85,165,,,,,,,,
08/26/2018 1420,1.8,1.94,2.04,168,,,,,,,,
08/26/2018 1430,2.1,2.26,2.39,170,,,,,,,,
08/26/2018 1440,1.9,2.05,2.16,171,,,,,,,,
08/26/2018 1450,1.7,1.83,1.93,180,,,,,,,,
08/26/2018 1500,1.6,1.72,1.82,165,,,,,,,,
08/26/2018 1510,2.5,2.7,2.85,165,,,,,,,,
08/26/2018 1520,2.8,3.03,3.2,149,,,,,,,,
08/26/2018 1530,2.1,2.26,2.39,148,,,,,,,,
08/26/2018 1540,1.9,2.05,2.16,154,,,,,,,,
08/26/2018 1550,1.8,1.94,2.04,170,,,,,,,,
08/26/2018 1600,1.8,1.94,2.04,160,,,,,,,,
08/26/2018 1610,1.6,1.72,1.82,170,,,,,,,,
08/26/2018 1620,1.8,1.94,2.04,160,,,,,,,,
08/26/2018 1630,1.2,1.29,1.37,157,,,,,,,,
08/26/2018 1640,2.2,2.37,2.5,165,,,,,,,,
08/26/2018 1650,2,2.16,2.27,170,,,,,,,,
08/26/2018 1700,2.2,2.37,2.5,183,,,,,,,,
08/26/2018 1710,1.8,1.94,2.04,171,,,,,,,,
08/26/2018 1720,2.2,2.37,2.5,182,,,,,,,,
08/26/2018 1730,2.3,2.48,2.62,177,,,,,,,,
08/26/2018 1740,2.1,2.26,2.39,171,,,,,,,,
08/26/2018 1750,2,2.16,2.27,170,,,,,,,,
08/26/2018 1800,1.8,1.94,2.04,174,,,,,,,,
08/26/2018 1810,1.6,1.72,1.82,180,,,,,,,,
08/26/2018 1820,1.8,1.94,2.04,201,,,,,,,,
08/26/2018 1830,1.3,1.4,1.48,182,,,,,,,,
08/26/2018 1840,1.4,1.51,1.59,222,,,,,,,,
08/26/2018 1850,1.3,1.4,1.48,227,,,,,,,,
08/26/2018 1900,1.7,1.83,1.93,205,,,,,,,,
08/26/2018 1910,0.7,0.76,0.8,238,,,,,,,,
08/26/2018 1920,0.8,0.87,0.91,206,,,,,,,,
08/26/2018 1930,0.5,0.54,0.57,175,,,,,,,,
08/26/2018 1940,1.3,1.4,1.48,224,,,,,,,,
08/26/2018 1950,1.6,1.72,1.82,206,,,,,,,,
08/26/2018 2000,1.4,1.51,1.59,195,,,,,,,,
08/26/2018 2010,1.6,1.72,1.82,167,,,,,,,,
08/26/2018 2020,1.7,1.83,1.93,165,,,,,,,,
08/26/2018 2030,1.6,1.72,1.82,169,,,,,,,,
08/26/2018 2040,1.3,1.4,1.48,176,,,,,,,,
08/26/2018 2050,1.4,1.51,1.59,207,,,,,,,,
08/26/2018 2100,0.8,0.87,0.91,170,,,,,,,,
08/26/2018 2110,1.2,1.29,1.37,196,,,,,,,,
08/26/2018 2120,0.9,0.97,1.03,193,,,,,,,,
08/26/2018 2130,1.3,1.4,1.48,152,,,,,,,,
08/26/2018 2140,1.2,1.29,1.37,172,,,,,,,,
08/26/2018 2150,0.8,0.87,0.91,167,,,,,,,,
08/26/2018 2200,1.1,1.19,1.25,170,,,,,,,,
08/26/2018 2210,0.7,0.76,0.8,194,,,,,,,,
08/26/2018 2220,0.7,0.76,0.8,157,,,,,,,,
08/26/2018 2230,1.1,1.19,1.25,159,,,,,,,,
08/26/2018 2240,1.5,1.62,1.7,166,,,,,,,,
08/26/2018 2250,1.5,1.62,1.7,164,,,,,,,,
08/26/2018 2300,1.5,1.62,1.7,183,,,,,,,,
08/26/2018 2310,1.3,1.4,1.48,192,,,,,,,,
08/26/2018 2320,0.9,0.97,1.03,182,,,,,,,,
08/26/2018 2330,0.5,0.54,0.57,178,,,,,,,,
08/26/2018 2340,1.2,1.29,1.37,192,,,,,,,,
08/26/2018 2350,3.5,3.79,4.01,161,,,,,,,,
08/27/2018 0000,5.1,5.55,5.89,152,,,,,,,,
08/27/2018 0010,3.5,3.79,4.01,166,,,,,,,,
08/27/2018 0020,2.7,2.92,3.08,168,,,,,,,,
08/27/2018 0030,1.2,1.29,1.37,174,,,,,,,,
08/27/2018 0040,1.7,1.83,1.93,161,,,,,,,,
08/27/2018 0050,1.7,1.83,1.93,142,,,,,,,,
08/27/2018 0100,1.1,1.19,1.25,142,,,,,,,,
08/27/2018 0110,0.5,0.54,0.57,143,,,,,,,,
08/27/2018 0120,0,0,0,180,,,,,,,,
08/27/2018 0130,0.2,0.22,0.23,203,,,,,,,,
08/27/2018 0140,1.8,1.94,2.04,267,,,,,,,,
08/27/2018 0150,4.9,5.33,5.65,264,,,,,,,,
08/27/2018 0200,3.1,3.35,3.55,278,,,,,,,,
08/27/2018 0210,3.1,3.35,3.55,281,,,,,,,,
08/27/2018 0220,2.9,3.14,3.31,250,,,,,,,,
08/27/2018 0230,6.4,6.98,7.43,222,,,,,,,,
08/27/2018 0240,6.4,6.98,7.43,221,,,,,,,,
08/27/2018 0250,4.9,5.33,5.65,236,,,,,,,,
08/27/2018 0300,3.9,4.23,4.48,225,,,,,,,,
08/27/2018 0310,3,3.24,3.43,224,,,,,,,,
08/27/2018 0320,3.1,3.35,3.55,254,,,,,,,,
08/27/2018 0330,2.3,2.48,2.62,239,,,,,,,,
08/27/2018 0340,2.1,2.26,2.39,241,,,,,,,,
08/27/2018 0350,1.9,2.05,2.16,254,,,,,,,,
08/27/2018 0400,1.6,1.72,1.82,243,,,,,,,,
08/27/2018 0410,1.6,1.72,1.82,243,,,,,,,,
08/27/2018 0420,0.9,0.97,1.03,229,,,,,,,,
08/27/2018 0430,1.6,1.72,1.82,179,,,,,,,,
08/27/2018 0440,1.5,1.62,1.7,161,,,,,,,,
08/27/2018 0450,1.7,1.83,1.93,167,,,,,,,,
08/27/2018 0500,1.7,1.83,1.93,176,,,,,,,,
08/27/2018 0510,1.7,1.83,1.93,178,,,,,,,,
08/27/2018 0520,1.5,1.62,1.7,177,,,,,,,,
08/27/2018 0530,1.5,1.62,1.7,173,,,,,,,,
08/27/2018 0540,1.3,1.4,1.48,187,,,,,,,,
08/27/2018 0550,1.3,1.4,1.48,174,,,,,,,,
08/27/2018 0600,1.2,1.29,1.37,165,,,,,,,,
08/27/2018 0610,1.4,1.51,1.59,159,,,,,,,,
08/27/2018 0620,1.4,1.51,1.59,158,,,,,,,,
08/27/2018 0630,1.6,1.72,1.82,161,,,,,,,,
08/27/2018 0640,1.6,1.72,1.82,162,,,,,,,,
08/27/2018 0650,1.5,1.62,1.7,162,,,,,,,,
08/27/2018 0700,1.9,2.05,2.16,174,,,,,,,,
08/27/2018 0710,2.5,2.7,2.85,180,,,,,,,,
08/27/2018 0720,2.5,2.7,2.85,168,,,,,,,,
08/27/2018 0730,2.2,2.37,2.5,173,,,,,,,,
08/27/2018 0740,2.3,2.48,2.62,165,,,,,,,,
08/27/2018 0750,2,2.16,2.27,167,,,,,,,,
08/27/2018 0800,1.8,1.94,2.04,172,,,,,,,,
08/27/2018 0810,1.8,1.94,2.04,169,,,,,,,,
08/27/2018 0820,1.9,2.05,2.16,170,,,,,,,,
08/27/2018 0830,1.6,1.72,1.82,181,,,,,,,,
08/27/2018 0840,1.7,1.83,1.93,184,,,,,,,,
08/27/2018 0850,1.7,1.83,1.93,175,,,,,,,,
08/27/2018 0900,2,2.16,2.27,179,,,,,,,,
08/27/2018 0910,1.9,2.05,2.16,181,,,,,,,,
08/27/2018 0920,1.7,1.83,1.93,189,,,,,,,,
08/27/2018 0930,2,2.16,2.27,189,,,,,,,,
08/27/2018 0940,1.6,1.72,1.82,191,,,,,,,,
08/27/2018 0950,2.1,2.26,2.39,197,,,,,,,,
08/27/2018 1000,1.6,1.72,1.82,197,,,,,,,,
08/27/2018 1010,1.6,1.72,1.82,199,,,,,,,,
08/27/2018 1020,1.6,1.72,1.82,181,,,,,,,,
08/27/2018 1030,1.5,1.62,1.7,192,,,,,,,,
08/27/2018 1040,1.6,1.72,1.82,196,,,,,,,,
08/27/2018 1050,1.5,1.62,1.7,185,,,,,,,,
08/27/2018 1100,1.5,1.62,1.7,200,,,,,,,,
08/27/2018 1110,1.2,1.29,1.37,204,,,,,,,,
08/27/2018 1120,1.3,1.4,1.48,180,,,,,,,,
08/27/2018 1130,1.4,1.51,1.59,209,,,,,,,,
08/27/2018 1140,1.5,1.62,1.7,198,,,,,,,,
08/27/2018 1150,0.9,0.97,1.03,203,,,,,,,,
08/27/2018 1200,1.1,1.19,1.25,221,,,,,,,,
08/27/2018 1210,1.2,1.29,1.37,210,,,,,,,,
08/27/2018 1220,1,1.08,1.14,211,,,,,,,,
08/27/2018 1230,1,1.08,1.14,217,,,,,,,,
08/27/2018 1240,0.4,0.43,0.46,224,,,,,,,,
08/27/2018 1250,1.4,1.51,1.59,220,,,,,,,,
08/27/2018 1300,1.3,1.4,1.48,218,,,,,,,,
08/27/2018 1310,1.3,1.4,1.48,220,,,,,,,,
08/27/2018 1320,1.5,1.62,1.7,211,,,,,,,,
08/27/2018 1330,1.5,1.62,1.7,204,,,,,,,,
08/27/2018 1340,1.2,1.29,1.37,221,,,,,,,,
08/27/2018 1350,1,1.08,1.14,253,,,,,,,,
08/27/2018 1400,0.8,0.87,0.91,215,,,,,,,,
08/27/2018 1410,2.3,2.48,2.62,180,,,,,,,,
08/27/2018 1420,1.6,1.72,1.82,189,,,,,,,,
08/27/2018 1430,1.7,1.83,1.93,191,,,,,,,,
08/27/2018 1440,1.6,1.72,1.82,214,,,,,,,,
08/27/2018 1450,1.1,1.19,1.25,209,,,,,,,,
08/27/2018 1500,1.7,1.83,1.93,233,,,,,,,,
08/27/2018 1510,1.4,1.51,1.59,265,,,,,,,,
08/27/2018 1520,0.7,0.76,0.8,271,,,,,,,,
08/27/2018 1530,0.4,0.43,0.46,348,,,,,,,,
08/27/2018 1540,0.4,0.43,0.46,7,,,,,,,,
08/27/2018 1550,1.3,1.4,1.48,216,,,,,,,,
08/27/2018 1600,1.4,1.51,1.59,241,,,,,,,,
08/27/2018 1610,1.6,1.72,1.82,215,,,,,,,,
08/27/2018 1620,1.6,1.72,1.82,238,,,,,,,,
08/27/2018 1630,1.9,2.05,2.16,277,,,,,,,,
08/27/2018 1640,2,2.16,2.27,292,,,,,,,,
08/27/2018 1650,2.1,2.26,2.39,306,,,,,,,,
08/27/2018 1700,1.1,1.19,1.25,320,,,,,,,,
08/27/2018 1710,0.8,0.87,0.91,321,,,,,,,,
08/27/2018 1720,0.5,0.54,0.57,356,,,,,,,,
08/27/2018 1730,0.8,0.87,0.91,213,,,,,,,,
08/27/2018 1740,2.2,2.37,2.5,256,,,,,,,,
08/27/2018 1750,2.4,2.59,2.73,311,,,,,,,,
08/27/2018 1800,2.1,2.26,2.39,341,,,,,,,,
08/27/2018 1810,1.5,1.62,1.7,340,,,,,,,,
08/27/2018 1820,1.4,1.51,1.59,341,,,,,,,,
08/27/2018 1830,1.3,1.4,1.48,321,,,,,,,,
08/27/2018 1840,1,1.08,1.14,317,,,,,,,,
08/27/2018 1850,1.1,1.19,1.25,306,,,,,,,,
08/27/2018 1900,0.9,0.97,1.03,290,,,,,,,,
08/27/2018 1910,0.7,0.76,0.8,298,,,,,,,,
08/27/2018 1920,0.9,0.97,1.03,315,,,,,,,,
08/27/2018 1930,0.9,0.97,1.03,307,,,,,,,,
08/27/2018 1940,0.3,0.33,0.35,317,,,,,,,,
08/27/2018 1950,0.8,0.87,0.91,327,,,,,,,,
08/27/2018 2000,0.9,0.97,1.03,321,,,,,,,,
08/27/2018 2010,0.4,0.43,0.46,333,,,,,,,,
08/27/2018 2020,0.7,0.76,0.8,329,,,,,,,,
08/27/2018 2030,0.3,0.33,0.35,334,,,,,,,,
08/27/2018 2040,0.3,0.33,0.35,335,,,,,,,,
08/27/2018 2050,0.7,0.76,0.8,357,,,,,,,,
08/27/2018 2100,0.7,0.76,0.8,313,,,,,,,,
08/27/2018 2110,0.9,0.97,1.03,297,,,,,,,,
08/27/2018 2120,0.2,0.22,0.23,339,,,,,,,,
08/27/2018 2130,1.2,1.29,1.37,297,,,,,,,,
08/27/2018 2140,1.4,1.51,1.59,294,,,,,,,,
08/27/2018 2150,1.3,1.4,1.48,339,,,,,,,,
08/27/2018 2200,1.4,1.51,1.59,352,,,,,,,,
08/27/2018 2210,1.2,1.29,1.37,348,,,,,,,,
08/27/2018 2220,0.9,0.97,1.03,356,,,,,,,,
08/27/2018 2230,1.9,2.05,2.16,345,,,,,,,,
08/27/2018 2240,1.3,1.4,1.48,337,,,,,,,,
08/27/2018 2250,1.4,1.51,1.59,341,,,,,,,,
08/27/2018 2300,1.4,1.51,1.59,323,,,,,,,,
08/27/2018 2310,1.3,1.4,1.48,325,,,,,,,,
08/27/2018 2320,1.1,1.19,1.25,343,,,,,,,,
08/27/2018 2330,0.8,0.87,0.91,4,,,,,,,,
08/27/2018 2340,0.9,0.97,1.03,343,,,,,,,,
08/27/2018 2350,0.4,0.43,0.46,15,,,,,,,,
08/28/2018 0000,0.3,0.33,0.35,94,,,,,,,,
08/28/2018 0010,0.7,0.76,0.8,92,,,,,,,,
08/28/2018 0020,0.8,0.87,0.91,30,,,,,,,,
08/28/2018 0030,1,1.08,1.14,25,,,,,,,,
08/28/2018 0040,0.7,0.76,0.8,26,,,,,,,,
08/28/2018 0050,0.6,0.65,0.69,83,,,,,,,,
08/28/2018 0100,0.7,0.76,0.8,63,,,,,,,,
08/28/2018 0110,0.2,0.22,0.23,42,,,,,,,,
08/28/2018 0120,0.2,0.22,0.23,59,,,,,,,,
