DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
11/16/2018 0540,14.9,16.39,17.52,178,,,,,,,,
11/16/2018 0550,14.9,16.39,17.52,180,,,,,,,,
11/16/2018 0600,14.4,15.84,16.92,180,,,,,,,,
11/16/2018 0610,14.7,16.17,17.28,177,,,,,,,,
11/16/2018 0620,14.7,16.17,17.28,180,,,,,,,,
11/16/2018 0630,15.1,16.61,17.76,181,,,,,,,,
11/16/2018 0640,15,16.5,17.64,180,,,,,,,,
11/16/2018 0650,14.6,16.06,17.16,185,,,,,,,,
11/16/2018 0700,15.1,16.61,17.76,184,,,,,,,,
11/16/2018 0710,15.1,16.61,17.76,187,,,,,,,,
11/16/2018 0720,15.4,16.95,18.12,188,,,,,,,,
11/16/2018 0730,15,16.5,17.64,189,,,,,,,,
11/16/2018 0740,15.5,17.06,18.24,190,,,,,,,,
11/16/2018 0750,16.2,17.84,19.08,192,,,,,,,,
11/16/2018 0800,15.1,16.61,17.76,192,,,,,,,,
11/16/2018 0810,16.1,17.73,18.96,192,,,,,,,,
11/16/2018 0820,16.3,17.95,19.2,193,,,,,,,,
11/16/2018 0830,15.8,17.39,18.6,192,,,,,,,,
11/16/2018 0840,16.4,18.06,19.31,192,,,,,,,,
11/16/2018 0850,16,17.61,18.84,191,,,,,,,,
11/16/2018 0900,16.5,18.17,19.43,193,,,,,,,,
11/16/2018 0910,15.6,17.17,18.36,192,,,,,,,,
11/16/2018 0920,15.4,16.95,18.12,193,,,,,,,,
11/16/2018 0930,15.7,17.28,18.48,193,,,,,,,,
11/16/2018 0940,15.2,16.72,17.88,193,,,,,,,,
11/16/2018 0950,15.5,17.06,18.24,194,,,,,,,,
11/16/2018 1000,15.5,17.06,18.24,192,,,,,,,,
11/16/2018 1010,17.5,19.28,20.63,191,,,,,,,,
11/16/2018 1020,16.1,17.73,18.96,206,,,,,,,,
11/16/2018 1030,14.1,15.5,16.56,221,,,,,,,,
11/16/2018 1040,12,13.17,14.06,219,,,,,,,,
11/16/2018 1050,11.3,12.4,13.23,235,,,,,,,,
11/16/2018 1100,12.3,13.51,14.42,228,,,,,,,,
11/16/2018 1110,12.7,13.95,14.89,230,,,,,,,,
11/16/2018 1120,12.3,13.51,14.42,235,,,,,,,,
11/16/2018 1130,10.8,11.84,12.63,236,,,,,,,,
11/16/2018 1140,11.6,12.73,13.58,239,,,,,,,,
11/16/2018 1150,12.6,13.84,14.77,245,,,,,,,,
11/16/2018 1200,13.7,15.06,16.08,258,,,,,,,,
11/16/2018 1210,12.8,14.06,15.01,254,,,,,,,,
11/16/2018 1220,12.6,13.84,14.77,261,,,,,,,,
11/16/2018 1230,12.9,14.17,15.13,263,,,,,,,,
11/16/2018 1240,13.4,14.72,15.73,264,,,,,,,,
11/16/2018 1250,13.5,14.84,15.85,268,,,,,,,,
11/16/2018 1300,14.2,15.61,16.68,270,,,,,,,,
11/16/2018 1310,14.7,16.17,17.28,270,,,,,,,,
11/16/2018 1320,14.7,16.17,17.28,270,,,,,,,,
11/16/2018 1330,14.9,16.39,17.52,267,,,,,,,,
11/16/2018 1340,14.7,16.17,17.28,265,,,,,,,,
11/16/2018 1350,14.4,15.84,16.92,268,,,,,,,,
11/16/2018 1400,13.8,15.17,16.2,279,,,,,,,,
11/16/2018 1410,15.1,16.61,17.76,276,,,,,,,,
11/16/2018 1420,14.9,16.39,17.52,275,,,,,,,,
11/16/2018 1430,14.9,16.39,17.52,269,,,,,,,,
11/16/2018 1440,15.1,16.61,17.76,272,,,,,,,,
11/16/2018 1450,13.9,15.28,16.32,269,,,,,,,,
11/16/2018 1500,14.3,15.72,16.8,275,,,,,,,,
11/16/2018 1510,14,15.39,16.44,275,,,,,,,,
11/16/2018 1520,14.3,15.72,16.8,272,,,,,,,,
11/16/2018 1530,13.6,14.95,15.97,271,,,,,,,,
11/16/2018 1540,13.8,15.17,16.2,276,,,,,,,,
11/16/2018 1550,14.1,15.5,16.56,273,,,,,,,,
11/16/2018 1600,13.1,14.39,15.37,281,,,,,,,,
11/16/2018 1610,12.9,14.17,15.13,274,,,,,,,,
11/16/2018 1620,13.4,14.72,15.73,277,,,,,,,,
11/16/2018 1630,12.8,14.06,15.01,274,,,,,,,,
11/16/2018 1640,13.9,15.28,16.32,272,,,,,,,,
11/16/2018 1650,13.6,14.95,15.97,270,,,,,,,,
11/16/2018 1700,13.5,14.84,15.85,268,,,,,,,,
11/16/2018 1710,13.1,14.39,15.37,269,,,,,,,,
11/16/2018 1720,12.8,14.06,15.01,271,,,,,,,,
11/16/2018 1730,12.8,14.06,15.01,280,,,,,,,,
11/16/2018 1740,13.1,14.39,15.37,279,,,,,,,,
11/16/2018 1750,12.2,13.39,14.3,286,,,,,,,,
11/16/2018 1800,12.4,13.62,14.54,285,,,,,,,,
11/16/2018 1810,12.9,14.17,15.13,282,,,,,,,,
11/16/2018 1820,12.9,14.17,15.13,281,,,,,,,,
11/16/2018 1830,12,13.17,14.06,276,,,,,,,,
11/16/2018 1840,11.8,12.95,13.82,282,,,,,,,,
11/16/2018 1850,12.9,14.17,15.13,294,,,,,,,,
11/16/2018 1900,12.3,13.51,14.42,284,,,,,,,,
11/16/2018 1910,12.3,13.51,14.42,287,,,,,,,,
11/16/2018 1920,11.5,12.62,13.47,286,,,,,,,,
11/16/2018 1930,12,13.17,14.06,279,,,,,,,,
11/16/2018 1940,11.9,13.06,13.94,288,,,,,,,,
11/16/2018 1950,11.1,12.18,12.99,288,,,,,,,,
11/16/2018 2000,11.4,12.51,13.35,285,,,,,,,,
11/16/2018 2010,12,13.17,14.06,291,,,,,,,,
11/16/2018 2020,11.6,12.73,13.58,292,,,,,,,,
11/16/2018 2030,11,12.07,12.87,295,,,,,,,,
11/16/2018 2040,11.3,12.4,13.23,288,,,,,,,,
11/16/2018 2050,11.2,12.29,13.11,293,,,,,,,,
11/16/2018 2100,12.1,13.28,14.18,292,,,,,,,,
11/16/2018 2110,12.1,13.28,14.18,289,,,,,,,,
11/16/2018 2120,11.7,12.84,13.7,285,,,,,,,,
11/16/2018 2130,11.9,13.06,13.94,282,,,,,,,,
11/16/2018 2140,12.3,13.51,14.42,288,,,,,,,,
11/16/2018 2150,11.5,12.62,13.47,295,,,,,,,,
11/16/2018 2200,11.7,12.84,13.7,293,,,,,,,,
11/16/2018 2210,11.3,12.4,13.23,300,,,,,,,,
11/16/2018 2220,11.8,12.95,13.82,297,,,,,,,,
11/16/2018 2230,11.7,12.84,13.7,294,,,,,,,,
11/16/2018 2240,11.2,12.29,13.11,296,,,,,,,,
11/16/2018 2250,11.3,12.4,13.23,290,,,,,,,,
11/16/2018 2300,11.4,12.51,13.35,300,,,,,,,,
11/16/2018 2310,10.8,11.84,12.63,297,,,,,,,,
11/16/2018 2320,11.6,12.73,13.58,300,,,,,,,,
11/16/2018 2330,11.1,12.18,12.99,302,,,,,,,,
11/16/2018 2340,11,12.07,12.87,296,,,,,,,,
11/16/2018 2350,10.4,11.4,12.16,297,,,,,,,,
11/17/2018 0000,10.7,11.73,12.52,307,,,,,,,,
11/17/2018 0010,10.6,11.62,12.4,303,,,,,,,,
11/17/2018 0020,10.7,11.73,12.52,303,,,,,,,,
11/17/2018 0030,11.2,12.29,13.11,304,,,,,,,,
11/17/2018 0040,10.8,11.84,12.63,295,,,,,,,,
11/17/2018 0050,10.3,11.29,12.04,298,,,,,,,,
11/17/2018 0100,9.6,10.52,11.21,301,,,,,,,,
11/17/2018 0110,10.7,11.73,12.52,305,,,,,,,,
11/17/2018 0120,11.3,12.4,13.23,309,,,,,,,,
11/17/2018 0130,11.6,12.73,13.58,309,,,,,,,,
11/17/2018 0140,10.9,11.96,12.75,302,,,,,,,,
11/17/2018 0150,11.2,12.29,13.11,310,,,,,,,,
11/17/2018 0200,10.9,11.96,12.75,312,,,,,,,,
11/17/2018 0210,10.6,11.62,12.4,303,,,,,,,,
11/17/2018 0220,11.2,12.29,13.11,308,,,,,,,,
11/17/2018 0230,10.8,11.84,12.63,310,,,,,,,,
11/17/2018 0240,10.9,11.96,12.75,313,,,,,,,,
11/17/2018 0250,10.7,11.73,12.52,313,,,,,,,,
11/17/2018 0300,10.4,11.4,12.16,304,,,,,,,,
11/17/2018 0310,10.8,11.84,12.63,309,,,,,,,,
11/17/2018 0320,10.2,11.18,11.92,314,,,,,,,,
11/17/2018 0330,10.4,11.4,12.16,310,,,,,,,,
11/17/2018 0340,10.1,11.07,11.81,314,,,,,,,,
11/17/2018 0350,10.1,11.07,11.81,313,,,,,,,,
11/17/2018 0400,10.1,11.07,11.81,314,,,,,,,,
11/17/2018 0410,9.9,10.85,11.57,307,,,,,,,,
11/17/2018 0420,10,10.96,11.69,312,,,,,,,,
11/17/2018 0430,10.1,11.07,11.81,313,,,,,,,,
11/17/2018 0440,9.8,10.74,11.45,312,,,,,,,,
11/17/2018 0450,10.2,11.18,11.92,314,,,,,,,,
11/17/2018 0500,9.8,10.74,11.45,315,,,,,,,,
11/17/2018 0510,9.8,10.74,11.45,314,,,,,,,,
11/17/2018 0520,9.4,10.3,10.98,312,,,,,,,,
11/17/2018 0530,9.4,10.3,10.98,315,,,,,,,,
11/17/2018 0540,9.9,10.85,11.57,315,,,,,,,,
11/17/2018 0550,9.9,10.85,11.57,312,,,,,,,,
11/17/2018 0600,10,10.96,11.69,303,,,,,,,,
11/17/2018 0610,9,9.86,10.5,312,,,,,,,,
11/17/2018 0620,9.5,10.41,11.1,313,,,,,,,,
11/17/2018 0630,9.5,10.41,11.1,318,,,,,,,,
11/17/2018 0640,9.6,10.52,11.21,320,,,,,,,,
11/17/2018 0650,10,10.96,11.69,311,,,,,,,,
11/17/2018 0700,10.4,11.4,12.16,315,,,,,,,,
11/17/2018 0710,9.5,10.41,11.1,315,,,,,,,,
11/17/2018 0720,10.3,11.29,12.04,315,,,,,,,,
11/17/2018 0730,10,10.96,11.69,315,,,,,,,,
11/17/2018 0740,10.8,11.84,12.63,322,,,,,,,,
11/17/2018 0750,10.7,11.73,12.52,319,,,,,,,,
11/17/2018 0800,10.6,11.62,12.4,316,,,,,,,,
11/17/2018 0810,9.8,10.74,11.45,319,,,,,,,,
11/17/2018 0820,9.9,10.85,11.57,317,,,,,,,,
11/17/2018 0830,9.8,10.74,11.45,325,,,,,,,,
11/17/2018 0840,10.6,11.62,12.4,325,,,,,,,,
11/17/2018 0850,10.2,11.18,11.92,329,,,,,,,,
11/17/2018 0900,10.2,11.18,11.92,331,,,,,,,,
11/17/2018 0910,9.7,10.63,11.33,330,,,,,,,,
11/17/2018 0920,10.3,11.29,12.04,329,,,,,,,,
11/17/2018 0930,9.8,10.74,11.45,334,,,,,,,,
11/17/2018 0940,9.6,10.52,11.21,327,,,,,,,,
11/17/2018 0950,9.3,10.19,10.86,331,,,,,,,,
11/17/2018 1000,9.7,10.63,11.33,330,,,,,,,,
11/17/2018 1010,7.3,7.98,8.5,327,,,,,,,,
11/17/2018 1020,8.6,9.42,10.03,333,,,,,,,,
11/17/2018 1030,9,9.86,10.5,334,,,,,,,,
11/17/2018 1040,9.2,10.08,10.74,327,,,,,,,,
11/17/2018 1050,9.1,9.97,10.62,338,,,,,,,,
11/17/2018 1100,9.1,9.97,10.62,330,,,,,,,,
11/17/2018 1110,9.1,9.97,10.62,333,,,,,,,,
11/17/2018 1120,9,9.86,10.5,334,,,,,,,,
11/17/2018 1130,8,8.75,9.32,333,,,,,,,,
11/17/2018 1140,8.2,8.97,9.56,338,,,,,,,,
11/17/2018 1150,8.2,8.97,9.56,332,,,,,,,,
11/17/2018 1200,8.4,9.19,9.8,323,,,,,,,,
11/17/2018 1210,8.1,8.86,9.44,334,,,,,,,,
11/17/2018 1220,7.2,7.87,8.38,322,,,,,,,,
11/17/2018 1230,7.7,8.42,8.97,320,,,,,,,,
11/17/2018 1240,7.3,7.98,8.5,316,,,,,,,,
11/17/2018 1250,7.1,7.76,8.26,314,,,,,,,,
11/17/2018 1300,6.8,7.43,7.9,311,,,,,,,,
11/17/2018 1310,6.7,7.32,7.78,317,,,,,,,,
11/17/2018 1320,5.8,6.32,6.72,321,,,,,,,,
11/17/2018 1330,6.3,6.87,7.31,315,,,,,,,,
11/17/2018 1340,6.4,6.98,7.43,315,,,,,,,,
11/17/2018 1350,7,7.65,8.14,310,,,,,,,,
11/17/2018 1400,7.6,8.31,8.85,317,,,,,,,,
11/17/2018 1410,8,8.75,9.32,328,,,,,,,,
11/17/2018 1420,7.4,8.09,8.62,327,,,,,,,,
11/17/2018 1430,8.5,9.31,9.91,327,,,,,,,,
11/17/2018 1440,8,8.75,9.32,333,,,,,,,,
11/17/2018 1450,8.1,8.86,9.44,325,,,,,,,,
11/17/2018 1500,7.2,7.87,8.38,322,,,,,,,,
11/17/2018 1510,7.2,7.87,8.38,339,,,,,,,,
11/17/2018 1520,6.7,7.32,7.78,326,,,,,,,,
11/17/2018 1530,6.5,7.09,7.54,326,,,,,,,,
11/17/2018 1540,6.4,6.98,7.43,331,,,,,,,,
11/17/2018 1550,6.7,7.32,7.78,331,,,,,,,,
11/17/2018 1600,7.4,8.09,8.62,327,,,,,,,,
11/17/2018 1610,6.5,7.09,7.54,322,,,,,,,,
11/17/2018 1620,7.1,7.76,8.26,324,,,,,,,,
11/17/2018 1630,7.2,7.87,8.38,326,,,,,,,,
11/17/2018 1640,6.7,7.32,7.78,322,,,,,,,,
11/17/2018 1650,6.4,6.98,7.43,314,,,,,,,,
11/17/2018 1700,7,7.65,8.14,313,,,,,,,,
11/17/2018 1710,7.1,7.76,8.26,313,,,,,,,,
11/17/2018 1720,6.4,6.98,7.43,311,,,,,,,,
11/17/2018 1730,7,7.65,8.14,325,,,,,,,,
11/17/2018 1740,6.7,7.32,7.78,318,,,,,,,,
11/17/2018 1750,6.9,7.54,8.02,320,,,,,,,,
11/17/2018 1800,6.8,7.43,7.9,320,,,,,,,,
11/17/2018 1810,6.7,7.32,7.78,316,,,,,,,,
11/17/2018 1820,6.5,7.09,7.54,329,,,,,,,,
11/17/2018 1830,6.9,7.54,8.02,326,,,,,,,,
11/17/2018 1840,7,7.65,8.14,319,,,,,,,,
11/17/2018 1850,6.9,7.54,8.02,325,,,,,,,,
11/17/2018 1900,6.6,7.21,7.66,332,,,,,,,,
11/17/2018 1910,6.8,7.43,7.9,333,,,,,,,,
11/17/2018 1920,6.8,7.43,7.9,320,,,,,,,,
11/17/2018 1930,7.4,8.09,8.62,328,,,,,,,,
11/17/2018 1940,6.7,7.32,7.78,326,,,,,,,,
11/17/2018 1950,6.3,6.87,7.31,328,,,,,,,,
11/17/2018 2000,6.1,6.65,7.07,325,,,,,,,,
11/17/2018 2010,5.7,6.21,6.6,326,,,,,,,,
11/17/2018 2020,5.5,5.99,6.36,323,,,,,,,,
11/17/2018 2030,6.5,7.09,7.54,315,,,,,,,,
11/17/2018 2040,6.4,6.98,7.43,326,,,,,,,,
11/17/2018 2050,6.7,7.32,7.78,327,,,,,,,,
11/17/2018 2100,6.2,6.76,7.19,314,,,,,,,,
11/17/2018 2110,6.2,6.76,7.19,313,,,,,,,,
11/17/2018 2120,6.1,6.65,7.07,320,,,,,,,,
11/17/2018 2130,5.6,6.1,6.48,302,,,,,,,,
11/17/2018 2140,5.6,6.1,6.48,322,,,,,,,,
11/17/2018 2150,5,5.44,5.77,308,,,,,,,,
11/17/2018 2200,6.3,6.87,7.31,332,,,,,,,,
11/17/2018 2210,6,6.54,6.95,325,,,,,,,,
11/17/2018 2220,7.1,7.76,8.26,328,,,,,,,,
11/17/2018 2230,7.1,7.76,8.26,330,,,,,,,,
11/17/2018 2240,6.7,7.32,7.78,327,,,,,,,,
11/17/2018 2250,6.7,7.32,7.78,328,,,,,,,,
11/17/2018 2300,6.6,7.21,7.66,319,,,,,,,,
11/17/2018 2310,6.2,6.76,7.19,317,,,,,,,,
11/17/2018 2320,6.4,6.98,7.43,325,,,,,,,,
11/17/2018 2330,6.7,7.32,7.78,329,,,,,,,,
11/17/2018 2340,7.2,7.87,8.38,318,,,,,,,,
11/17/2018 2350,7.1,7.76,8.26,318,,,,,,,,
11/18/2018 0000,6.5,7.09,7.54,323,,,,,,,,
11/18/2018 0010,6,6.54,6.95,322,,,,,,,,
11/18/2018 0020,5.9,6.43,6.83,313,,,,,,,,
11/18/2018 0030,6.2,6.76,7.19,322,,,,,,,,
11/18/2018 0040,7.2,7.87,8.38,318,,,,,,,,
11/18/2018 0050,6.4,6.98,7.43,331,,,,,,,,
11/18/2018 0100,6.3,6.87,7.31,328,,,,,,,,
11/18/2018 0110,5.7,6.21,6.6,327,,,,,,,,
11/18/2018 0120,5.2,5.66,6.01,333,,,,,,,,
11/18/2018 0130,6.6,7.21,7.66,334,,,,,,,,
11/18/2018 0140,6.9,7.54,8.02,334,,,,,,,,
11/18/2018 0150,6.6,7.21,7.66,340,,,,,,,,
11/18/2018 0200,6.8,7.43,7.9,332,,,,,,,,
11/18/2018 0210,6.5,7.09,7.54,324,,,,,,,,
11/18/2018 0220,6,6.54,6.95,326,,,,,,,,
11/18/2018 0230,6.8,7.43,7.9,332,,,,,,,,
11/18/2018 0240,8,8.75,9.32,329,,,,,,,,
11/18/2018 0250,7.2,7.87,8.38,336,,,,,,,,
11/18/2018 0300,5.6,6.1,6.48,353,,,,,,,,
11/18/2018 0310,6.1,6.65,7.07,334,,,,,,,,
11/18/2018 0320,4.7,5.11,5.42,329,,,,,,,,
11/18/2018 0330,5.5,5.99,6.36,313,,,,,,,,
11/18/2018 0340,6.4,6.98,7.43,330,,,,,,,,
11/18/2018 0350,7,7.65,8.14,321,,,,,,,,
11/18/2018 0400,5.9,6.43,6.83,322,,,,,,,,
11/18/2018 0410,4.4,4.78,5.07,336,,,,,,,,
11/18/2018 0420,5.3,5.77,6.13,336,,,,,,,,
11/18/2018 0430,5.3,5.77,6.13,335,,,,,,,,
11/18/2018 0440,5.1,5.55,5.89,320,,,,,,,,
11/18/2018 0450,4.7,5.11,5.42,323,,,,,,,,
11/18/2018 0500,4.7,5.11,5.42,325,,,,,,,,
11/18/2018 0510,4.5,4.89,5.18,319,,,,,,,,
11/18/2018 0520,4.8,5.22,5.54,339,,,,,,,,
11/18/2018 0530,4.6,5,5.3,328,,,,,,,,
11/18/2018 0540,4.9,5.33,5.65,328,,,,,,,,
11/18/2018 0550,5.4,5.88,6.24,325,,,,,,,,
11/18/2018 0600,6.8,7.43,7.9,333,,,,,,,,
11/18/2018 0610,6.2,6.76,7.19,325,,,,,,,,
11/18/2018 0620,6.4,6.98,7.43,344,,,,,,,,
11/18/2018 0630,5.3,5.77,6.13,338,,,,,,,,
11/18/2018 0640,4.9,5.33,5.65,327,,,,,,,,
11/18/2018 0650,4.9,5.33,5.65,344,,,,,,,,
11/18/2018 0700,6.1,6.65,7.07,331,,,,,,,,
11/18/2018 0710,5.6,6.1,6.48,343,,,,,,,,
11/18/2018 0720,6.1,6.65,7.07,341,,,,,,,,
11/18/2018 0730,5.1,5.55,5.89,330,,,,,,,,
11/18/2018 0740,4.7,5.11,5.42,329,,,,,,,,
11/18/2018 0750,4.3,4.67,4.95,351,,,,,,,,
11/18/2018 0800,4.5,4.89,5.18,7,,,,,,,,
11/18/2018 0810,5.5,5.99,6.36,350,,,,,,,,
11/18/2018 0820,5.7,6.21,6.6,344,,,,,,,,
11/18/2018 0830,4.9,5.33,5.65,350,,,,,,,,
11/18/2018 0840,4.2,4.56,4.83,355,,,,,,,,
11/18/2018 0850,5.3,5.77,6.13,356,,,,,,,,
11/18/2018 0900,6.2,6.76,7.19,354,,,,,,,,
11/18/2018 0910,5.8,6.32,6.72,4,,,,,,,,
11/18/2018 0920,6,6.54,6.95,9,,,,,,,,
11/18/2018 0930,4.8,5.22,5.54,359,,,,,,,,
11/18/2018 0940,4.4,4.78,5.07,1,,,,,,,,
11/18/2018 0950,5,5.44,5.77,356,,,,,,,,
11/18/2018 1000,6.1,6.65,7.07,3,,,,,,,,
11/18/2018 1010,5.4,5.88,6.24,357,,,,,,,,
11/18/2018 1020,5,5.44,5.77,354,,,,,,,,
11/18/2018 1030,4.5,4.89,5.18,345,,,,,,,,
11/18/2018 1040,4.3,4.67,4.95,359,,,,,,,,
11/18/2018 1050,5.1,5.55,5.89,5,,,,,,,,
11/18/2018 1100,5.2,5.66,6.01,6,,,,,,,,
11/18/2018 1110,6.8,7.43,7.9,17,,,,,,,,
11/18/2018 1120,6.3,6.87,7.31,10,,,,,,,,
11/18/2018 1130,5.9,6.43,6.83,11,,,,,,,,
11/18/2018 1140,5.5,5.99,6.36,15,,,,,,,,
11/18/2018 1150,3.8,4.12,4.36,28,,,,,,,,
11/18/2018 1200,3.4,3.68,3.9,25,,,,,,,,
11/18/2018 1210,3.4,3.68,3.9,36,,,,,,,,
11/18/2018 1220,4.2,4.56,4.83,24,,,,,,,,
11/18/2018 1230,4.4,4.78,5.07,18,,,,,,,,
11/18/2018 1240,4.4,4.78,5.07,21,,,,,,,,
11/18/2018 1250,4.7,5.11,5.42,17,,,,,,,,
11/18/2018 1300,5.3,5.77,6.13,15,,,,,,,,
11/18/2018 1310,5.7,6.21,6.6,5,,,,,,,,
11/18/2018 1320,5.5,5.99,6.36,2,,,,,,,,
11/18/2018 1330,5.6,6.1,6.48,22,,,,,,,,
11/18/2018 1340,5.5,5.99,6.36,14,,,,,,,,
11/18/2018 1350,5.4,5.88,6.24,19,,,,,,,,
11/18/2018 1400,5,5.44,5.77,18,,,,,,,,
11/18/2018 1410,5.4,5.88,6.24,7,,,,,,,,
11/18/2018 1420,5.4,5.88,6.24,21,,,,,,,,
11/18/2018 1430,5.9,6.43,6.83,8,,,,,,,,
11/18/2018 1440,5.1,5.55,5.89,360,,,,,,,,
11/18/2018 1450,4.9,5.33,5.65,354,,,,,,,,
11/18/2018 1500,4.8,5.22,5.54,347,,,,,,,,
11/18/2018 1510,4.3,4.67,4.95,350,,,,,,,,
11/18/2018 1520,3.8,4.12,4.36,347,,,,,,,,
11/18/2018 1530,3.2,3.46,3.66,20,,,,,,,,
11/18/2018 1540,3.1,3.35,3.55,21,,,,,,,,
11/18/2018 1550,3.2,3.46,3.66,359,,,,,,,,
11/18/2018 1600,3.2,3.46,3.66,1,,,,,,,,
11/18/2018 1610,4,4.34,4.6,3,,,,,,,,
11/18/2018 1620,3.6,3.9,4.13,358,,,,,,,,
11/18/2018 1630,4,4.34,4.6,354,,,,,,,,
11/18/2018 1640,3.8,4.12,4.36,12,,,,,,,,
11/18/2018 1650,4.2,4.56,4.83,1,,,,,,,,
11/18/2018 1700,3.2,3.46,3.66,13,,,,,,,,
11/18/2018 1710,2.7,2.92,3.08,360,,,,,,,,
11/18/2018 1720,2.3,2.48,2.62,18,,,,,,,,
11/18/2018 1730,2.4,2.59,2.73,20,,,,,,,,
11/18/2018 1740,2.8,3.03,3.2,11,,,,,,,,
11/18/2018 1750,3,3.24,3.43,3,,,,,,,,
11/18/2018 1800,4.1,4.45,4.72,24,,,,,,,,
11/18/2018 1810,3.9,4.23,4.48,23,,,,,,,,
11/18/2018 1820,3.5,3.79,4.01,26,,,,,,,,
11/18/2018 1830,3.1,3.35,3.55,24,,,,,,,,
11/18/2018 1840,4.1,4.45,4.72,17,,,,,,,,
11/18/2018 1850,3.6,3.9,4.13,12,,,,,,,,
11/18/2018 1900,3.6,3.9,4.13,3,,,,,,,,
11/18/2018 1910,4.3,4.67,4.95,1,,,,,,,,
11/18/2018 1920,4.2,4.56,4.83,19,,,,,,,,
11/18/2018 1930,3.7,4.01,4.25,10,,,,,,,,
11/18/2018 1940,3.5,3.79,4.01,11,,,,,,,,
11/18/2018 1950,3.4,3.68,3.9,3,,,,,,,,
11/18/2018 2000,3.9,4.23,4.48,21,,,,,,,,
11/18/2018 2010,3.5,3.79,4.01,11,,,,,,,,
11/18/2018 2020,3.1,3.35,3.55,5,,,,,,,,
11/18/2018 2030,3.3,3.57,3.78,13,,,,,,,,
11/18/2018 2040,3,3.24,3.43,12,,,,,,,,
11/18/2018 2050,2.4,2.59,2.73,22,,,,,,,,
11/18/2018 2100,2.6,2.81,2.97,25,,,,,,,,
11/18/2018 2110,2.1,2.26,2.39,14,,,,,,,,
11/18/2018 2120,1.7,1.83,1.93,20,,,,,,,,
11/18/2018 2130,2.8,3.03,3.2,17,,,,,,,,
11/18/2018 2140,2.3,2.48,2.62,12,,,,,,,,
11/18/2018 2150,2,2.16,2.27,5,,,,,,,,
11/18/2018 2200,2.6,2.81,2.97,9,,,,,,,,
11/18/2018 2210,2.5,2.7,2.85,16,,,,,,,,
11/18/2018 2220,1.5,1.62,1.7,16,,,,,,,,
11/18/2018 2230,2.6,2.81,2.97,38,,,,,,,,
11/18/2018 2240,1.7,1.83,1.93,14,,,,,,,,
11/18/2018 2250,1.9,2.05,2.16,30,,,,,,,,
11/18/2018 2300,2.1,2.26,2.39,20,,,,,,,,
11/18/2018 2310,2.1,2.26,2.39,53,,,,,,,,
11/18/2018 2320,2,2.16,2.27,40,,,,,,,,
11/18/2018 2330,2.3,2.48,2.62,48,,,,,,,,
11/18/2018 2340,2.4,2.59,2.73,48,,,,,,,,
11/18/2018 2350,1.9,2.05,2.16,43,,,,,,,,
11/19/2018 0000,1.8,1.94,2.04,50,,,,,,,,
11/19/2018 0010,2.3,2.48,2.62,56,,,,,,,,
11/19/2018 0020,1.5,1.62,1.7,55,,,,,,,,
11/19/2018 0030,3,3.24,3.43,57,,,,,,,,
11/19/2018 0040,2.3,2.48,2.62,52,,,,,,,,
11/19/2018 0050,2.4,2.59,2.73,62,,,,,,,,
11/19/2018 0100,1.9,2.05,2.16,69,,,,,,,,
11/19/2018 0110,2.5,2.7,2.85,81,,,,,,,,
11/19/2018 0120,2.1,2.26,2.39,69,,,,,,,,
11/19/2018 0130,2.7,2.92,3.08,71,,,,,,,,
11/19/2018 0140,2,2.16,2.27,83,,,,,,,,
11/19/2018 0150,2.4,2.59,2.73,80,,,,,,,,
11/19/2018 0200,2.4,2.59,2.73,62,,,,,,,,
11/19/2018 0210,1.7,1.83,1.93,97,,,,,,,,
11/19/2018 0220,2.6,2.81,2.97,76,,,,,,,,
11/19/2018 0230,2.8,3.03,3.2,81,,,,,,,,
11/19/2018 0240,2.9,3.14,3.31,86,,,,,,,,
11/19/2018 0250,3.3,3.57,3.78,103,,,,,,,,
11/19/2018 0300,2.7,2.92,3.08,124,,,,,,,,
11/19/2018 0310,2.2,2.37,2.5,127,,,,,,,,
11/19/2018 0320,3.2,3.46,3.66,124,,,,,,,,
11/19/2018 0330,3.2,3.46,3.66,127,,,,,,,,
11/19/2018 0340,3.1,3.35,3.55,114,,,,,,,,
11/19/2018 0350,3.4,3.68,3.9,105,,,,,,,,
11/19/2018 0400,3.1,3.35,3.55,120,,,,,,,,
11/19/2018 0410,3.8,4.12,4.36,124,,,,,,,,
11/19/2018 0420,4,4.34,4.6,112,,,,,,,,
11/19/2018 0430,4.2,4.56,4.83,126,,,,,,,,
11/19/2018 0440,3.7,4.01,4.25,125,,,,,,,,
11/19/2018 0450,3.9,4.23,4.48,122,,,,,,,,
11/19/2018 0500,3.9,4.23,4.48,117,,,,,,,,
11/19/2018 0510,4.3,4.67,4.95,127,,,,,,,,
11/19/2018 0520,4.3,4.67,4.95,129,,,,,,,,
11/19/2018 0530,3.9,4.23,4.48,129,,,,,,,,
11/19/2018 0540,4.3,4.67,4.95,145,,,,,,,,
11/19/2018 0550,4.5,4.89,5.18,131,,,,,,,,
11/19/2018 0600,3.5,3.79,4.01,142,,,,,,,,
11/19/2018 0610,4.4,4.78,5.07,147,,,,,,,,
11/19/2018 0620,4.2,4.56,4.83,131,,,,,,,,
11/19/2018 0630,4.5,4.89,5.18,140,,,,,,,,
